,0,RMS_A_F,Variance_A_F,RangeA_F,Minimum_A_F,STD_A_F,RMS_A_V,Variance_A_V,RangeA_V,EN_A_F,EN_A_V,EN_A_L
10938,1,1479.482764,1991955.188,6959,-4939,1411.366426,1344.651378,834627.6052,5842,140087632,115717589,63138289
10939,1,1240.673595,1423394.554,5918,-4646,1193.061002,1240.312612,578526.5459,4420,98513342,98456024,28770110
10940,1,1223.538503,1404478.406,5918,-4363,1185.106918,1312.008658,733206.4648,4891,95810974,110167470,29412283
10941,1,1431.6095779999998,1966408.914,7737,-5000,1402.2870300000002,1376.5876859999998,994985.6836,5469,131168383,121279594,53644124
10942,1,1137.283805,1155344.15,6504,-4656,1074.8693640000001,1273.8364789999998,681638.1211,4999,82778525,103850200,14805665
10943,1,1529.999724,2122430.554,7079,-4989,1456.856394,1279.739567,655745.2634,3842,149817546,104814935,17234824
10944,1,1355.598611,1668829.3280000002,6797,-4969,1291.831772,1365.483311,783627.0642,5205,117609446,119330859,19113707
10945,1,1126.382609,1168486.3909999998,6110,-4989,1080.96549,1383.6967300000001,846978.7888,4166,81199218,122535465,29155711
10946,1,1235.901695,1326328.78,6999,-4989,1151.663484,1485.2529880000002,1397719.249,6008,97756992,141182492,46902564
10947,1,1143.298435,1135864.663,6020,-5000,1065.769517,1404.979988,955414.7419,3637,83656404,126334001,36963776
10948,1,1296.550574,1500325.41,6373,-5000,1224.877712,1332.420407,963346.0349,4077,107586777,113622025,17495100
10949,1,420.29942819999997,58884.673579999995,1261,-989,242.66164419999998,996.5501508,65050.917720000005,1461,11305703,63559181,4030219
10950,1,1019.5843980000001,992463.3438,5595,-4272,996.2245447999999,1131.972394,187572.3506,2234,66531350,82007136,16171316
10951,1,1253.960021,1492335.5780000002,7140,-4989,1221.611877,1022.9588289999999,201740.1658,2656,100634607,66972465,22247254
10952,1,516.4767359,219210.5928,2595,-1747,468.19930880000004,1098.00619,118094.5068,2246,17071886,77159526,7856540
10953,1,1060.660466,1046127.413,4949,-3727,1022.8037019999999,1255.098129,357145.2148,3725,72000040,100817364,32271714
10954,1,1075.262882,1094833.4270000001,5181,-4232,1046.342882,1209.899189,421765.9861,4225,73996177,93686787,22482184
10955,1,1015.494653,968799.6833,5666,-4202,984.2762231,1122.301388,334116.4063,3313,65998681,80611866,15579443
10956,1,1119.541536,1213448.215,6332,-4959,1101.5662550000002,1293.6168949999999,706018.7439,3910,80215888,107100459,27005714
10957,1,1378.155119,1754721.469,6616,-5000,1324.659001,1200.812642,609180.6836,2999,121555938,92284864,20529252
10958,1,1288.32402,1591657.781,6403,-4989,1261.609203,1223.546542,497284.8787,2715,106225842,95812233,14179551
10959,1,1270.107439,1491000.812,5555,-4414,1221.065441,1185.9336970000002,437721.4294,3234,103243066,90012079,17365609
10960,1,1181.355471,1255748.124,6504,-4989,1120.6016789999999,1271.545412,834238.699,3489,89318448,103476975,44788760
10961,1,1192.7450019999999,1282752.953,5989,-5000,1132.586841,1327.804814,934965.625,3538,91049001,112836200,60403137
10962,1,1185.535052,1297221.513,6505,-5000,1138.956326,1598.996829,1564307.929,5538,89951575,163634615,66172885
10963,1,681.1787807,416398.7461,4625,-3848,645.2896606,1203.452462,352186.9822,2842,29696290,92691061,8576292
10964,1,1146.9512300000001,1193215.777,6362,-4797,1092.344166,1232.992245,537197.625,3675,84191816,97297272,13514223
10965,1,752.0733944,509215.5623,5302,-4181,713.5934152000001,1145.156335,304245.3398,2656,36199321,83928514,25739199
10966,1,899.5694717,741112.3904,5040,-3939,860.8788477,1119.447171,381272.9063,2646,51790415,80202366,20770501
10967,1,965.1692857,802086.7148,4979,-3929,895.5929403999999,1241.770189,520030.1658,3822,59619312,98687565,19050191
10968,1,1538.3879960000002,2209499.71,6665,-4979,1486.438599,1158.900267,487164.6521,2921,151464808,85955189,19402059
10969,1,1360.967435,1653803.8730000001,6171,-4666,1286.003061,1110.301296,308647.2461,3225,118542871,78897214,13187155
10970,1,1206.681516,1369257.976,6666,-4959,1170.152971,1245.459604,623920.9961,4018,93189138,99274856,20290519
10971,1,1375.8818019999999,1742300.539,7121,-5000,1319.962325,1256.8982839999999,619668.9021,3724,121155247,101106771,15763435
10972,1,1069.25423,1003860.713,6281,-4989,1001.9284970000001,1299.473439,865301.8281,4127,73171495,108072398,34929706
10973,1,1399.694833,1789066.71,7363,-5000,1337.559984,1479.016174,1384504.835,7891,125385320,139999286,18374215
10974,1,1279.756019,1501337.5780000002,6504,-4878,1225.290814,1250.3279009999999,610591.3533,3155,104817630,100052471,12691630
10975,1,496.67970999999994,201660.5681,2474,-1373,449.06632930000006,1157.210351,276980.113,2646,15788207,85704691,7025313
10976,1,788.8594417,576047.3398,3656,-2606,758.9778257,1062.735827,132717.1943,2234,39827150,72282076,13131636
10977,1,551.8477059999999,267881.5916,2797,-1818,517.5727887,1116.455258,113245.5615,2089,19490297,79774230,10107624
10978,1,665.5839307,391728.0273,3565,-2404,625.8817998,1026.180707,72761.20996000001,1530,28352126,67394998,7265308
10979,1,702.4785361,446101.8506,4029,-3232,667.9085645,1053.040642,56475.078129999994,1421,31582470,70969254,9351802
10980,1,348.5982421,64884.17163,1403,-888,254.7237163,992.4951038999999,31311.178710000004,882,7777327,63042978,16469571
10981,1,233.0888377,35808.89746,1222,-616,189.23239009999998,1018.4979519999999,22628.12671,863,3477146,66389637,15756759
10982,1,420.4541629,139863.6833,3070,-2424,373.9835335,1014.806624,36166.17358,1167,11314029,65909279,15896165
10983,1,278.58487260000004,56366.46875,1494,-1030,237.4162352,1052.477954,48354.28125,1481,4967010,70893430,9657753
10984,1,241.4668714,30843.5459,939,-525,175.62330680000002,1033.426287,35936.12866,931,3731600,68350073,9417845
10985,1,221.6436117,22122.15796,726,-545,148.7351941,996.6936198999999,13143.47827,579,3144057,63577483,8291859
10986,1,251.04699509999998,23771.07813,1060,-828,154.17872140000003,1009.903538,20530.05859,1177,4033574,65273930,8112902
10987,1,233.97679509999998,30443.253660000002,868,-535,174.479952,990.4440055,11769.843509999999,549,3503689,62782677,12560976
10988,1,417.18163389999995,169829.7224,2373,-919,412.10401889999997,1022.864383,11676.49585,608,11138593,66960099,6494296
10989,1,537.3396853999999,275154.4053,4605,-1494,524.5516231,1029.689926,37761.18359,1372,18478972,67856726,7578855
10990,1,739.2290853,503357.98799999995,4424,-3303,709.4772638999999,1034.270924,53022.24609,1607,34973417,68461846,6841969
10991,1,856.0913995,698441.6443,4665,-3767,835.728212,1065.3458210000001,103594.5273,2235,46905119,72637550,7491991
10992,1,1083.2347539999998,1111878.03,5656,-4414,1054.4562720000001,1133.311064,247560.9063,3391,75097442,82201214,11799994
10993,1,1003.366085,899138.9990000001,4595,-3585,948.2294021,1041.657521,103805.3689,1971,64431584,69443225,10477451
10994,1,955.2896648,838560.3398,4767,-3626,915.7294032,1030.7025820000001,90829.56934,1744,58405014,67990260,9167008
10995,1,466.07327410000005,152668.6033,2837,-2272,390.7282985,1019.2869519999999,35661.94897,1471,13902355,66492537,5622870
10996,1,360.97812000000005,80122.20288,1787,-1545,283.0586563,1023.1516949999999,32381.25562,1078,8339533,66997721,8758664
10997,1,770.1400441000001,514505.5469,4585,-3737,717.2904202000001,1020.322919,70864.64038,1833,37959404,66627767,7937967
10998,1,520.3188025000001,253191.9648,3616,-2616,503.18184069999995,1047.255401,76138.8125,1353,17326826,70191608,6880273
10999,1,776.8526545,503199.1775,4241,-3171,709.3653343,1165.448881,220382.2021,2225,38624003,86929350,13993115
11000,1,224.1965864,31430.835689999996,1312,-898,177.2874381,1017.6751230000001,11645.15234,676,3216903,66282410,5803967
11001,1,697.1134232999999,432244.5771,4110,-3060,657.4530988,1019.514989,41472.249019999996,990,31101896,66522292,8558515
11002,1,797.2137123,599062.7341,5515,-4111,773.9914302999999,1130.935675,242436.9844,2773,40675181,81856992,8774495
11003,1,1010.3186919999999,946291.6208,5150,-4070,972.775216,1060.7497720000001,168247.5857,2519,65327607,72012165,12079502
11004,1,796.5441372,551610.5469,3827,-3040,742.7048855,1020.1752449999999,79070.85059,1628,40606884,66608482,8828321
11005,1,512.6129601,209663.4041,2938,-2171,457.8901659,1014.937883,62334.84375,1530,16817411,65926330,5674124
11006,1,760.7076063999999,494104.1523,3959,-3111,702.9254245,1026.206082,88805.60913,1774,37035268,67398331,10441589
11007,1,426.38313539999996,143954.0916,2141,-1606,379.4128247,1033.051918,35479.94507,980,11635365,68300561,6772035
11008,1,394.29898239999994,117847.8115,2110,-1282,343.2896904,1024.673317,89432.90234,1931,9950188,67197146,14059048
11009,1,579.5361831,320970.5615,4473,-3585,566.5426388,1065.746042,137626.3037,2019,21495180,72692136,17240451
11010,1,434.09971490000004,132199.4756,2039,-1767,363.59245810000004,1015.899348,32645.14624,1411,12060324,66051295,6987698
11011,1,535.6553813,223469.9287,2595,-2232,472.726061,998.4895702,15117.19116,863,18363308,63806811,5077666
11012,1,458.27758370000004,162125.7568,3070,-2464,402.64842830000003,1002.413166,11508.47559,814,13441174,64309258,4942102
11013,1,772.1472496,507183.7344,4928,-3757,712.1683329,993.3234382999999,49455.69116,1245,38157528,63148253,7902243
11014,1,667.8268395,385430.5537,4352,-3686,620.8305353999999,1030.4125609999999,111642.9451,2343,28543532,67952003,12252601
11015,1,267.6009739,37892.14063,1494,-1323,194.6590368,1008.933595,16571.52734,922,4583058,65148608,4890515
11016,1,281.33768080000004,43423.984130000004,1434,-1313,208.38422240000003,1005.2293119999999,13608.52734,803,5065657,64671102,4176878
11017,1,681.6891588999999,410432.9509,4514,-3343,640.6504123999999,1129.636847,104070.1787,2117,29740807,81669082,6235671
11018,1,378.8834955,95830.9353,2080,-1727,309.5657205,994.9728403999999,22299.114990000002,922,9187373,63358141,10215997
11019,1,284.70582410000003,59977.99609,1393,-757,244.9040549,1022.042983,34389.82202,1029,5187674,66852599,14276669
11020,1,371.5263912,115909.9451,1676,-636,340.4554965,1000.173743,30214.857180000003,961,8834039,64022241,11943608
11021,1,393.514096,137454.085,2110,-666,370.74800739999995,1027.218681,32741.25684,1314,9910614,67531406,12545744
11022,1,228.1893745,22888.142330000002,737,-404,151.2882756,1011.1234699999999,17333.09351,961,3332505,65431723,8718789
11023,1,549.2170706,276452.7087,3342,-2656,525.7877031,1044.279319,41207.16772,1618,19304921,69793235,5106794
11024,1,653.3590728999999,350658.94700000004,3403,-2838,592.1646283,1012.1408849999999,65774.00366,1961,27320197,65563467,8051221
11025,1,726.746345,477225.4023,3625,-3070,690.8150276,1018.798641,81252.72241,2273,33802256,66428843,7872692
11026,1,408.1982706,108416.7263,2211,-1898,329.266953,1008.82382,18600.30859,921,10664053,65134432,5362316
11027,1,645.6533512999999,338328.1875,3827,-3171,581.6598554999999,984.0979212999999,33843.15625,1235,26679568,61980718,5033482
11028,1,424.33989180000003,122449.3428,2393,-2101,349.9276251,1003.3941689999999,40480.140380000004,1167,11524118,64435191,7636192
11029,1,316.5102437,56425.861079999995,1757,-1555,237.5412829,997.8205077,9751.915771,686,6411439,63721329,4878936
11030,1,409.9511023,104335.2148,1948,-1696,323.0096204,977.000072,16567.15601,745,10755834,61089865,5142173
11031,1,290.6331988,45720.194339999995,1706,-1616,213.82281060000003,1016.321907,7880.527344,598,5405930,66106254,5243583
11032,1,734.9125692000001,437145.7458,2938,-2353,661.1699826,1025.734257,64374.30835,1774,34566175,67336369,10239446
11033,1,619.4931144,330193.9365,3635,-2797,574.6250399,1049.063556,83083.87109,2136,24561390,70434198,12952405
11034,1,609.4259337999999,319116.2881,2777,-2212,564.9037866,1018.824391,80754.92554,1569,23769598,66432201,15937310
11035,1,498.9164509,211172.4209,3605,-3181,459.5350051,1019.214457,41827.06226,1451,15930728,66483079,10327889
11036,1,366.5945691,101182.2107,2534,-2282,318.0915131,1007.448727,12451.375,676,8601061,64956988,3929960
11037,1,225.0578051,14794.04272,858,-525,121.63076389999999,996.3708992,6457.703125,509,3241665,63536318,6402584
11038,1,559.7682696,262708.4841,3524,-2949,512.5509576000001,1027.656664,55077.96875,1539,20053793,67589006,7806062
11039,1,625.2130137,345108.6865,3121,-2505,587.4595191000001,1027.192107,114829.7773,2028,25017044,67527912,12691927
11040,1,688.1378745000001,372796.9255,3525,-2808,610.5709832,1020.5405119999999,82939.55859,1705,30306159,66656188,17385217
11041,1,497.92190030000006,218040.4531,3585,-2949,466.9480197,1047.885535,103992.7803,1882,15867278,70276102,7826184
11042,1,585.9643494,257395.3086,2736,-2191,507.34141229999994,1005.283581,50899.32397,1442,21974670,64678085,8347531
11043,1,470.448174,157856.8533,2262,-1959,397.3120351,1016.2825330000001,36826.1875,1304,14164575,66101132,5571223
11044,1,442.1379168,111186.4443,1685,-1494,333.44631400000003,964.8268788999999,18089.80371,715,12511100,59577018,5650717
11045,1,346.8909681,81794.74609,2059,-1797,285.99780780000003,1029.913657,22584.03491,1030,7701334,67886217,5734831
11046,1,467.028355,158144.0662,2524,-2090,397.6733159,1007.33734,32678.48413,1167,13959391,64942625,7114455
11047,1,540.8656834,219348.5303,2706,-2313,468.346592,978.5464986,38351.6875,1255,18722284,61283408,5104771
11048,1,600.4785982000001,286258.6755,3201,-2494,535.0314715,1042.763756,144211.7881,2167,23076771,69590800,11094884
11049,1,682.6016179,345839.4023,2989,-2383,588.0811187999999,986.1709490000001,61790.970460000004,1480,29820478,62242121,10351395
11050,1,304.7736865,37735.413089999995,1201,-1060,194.2560503,1006.9279630000001,12309.53687,686,5944768,64889851,5343810
11051,1,410.1362578,104471.2803,2655,-2181,323.2201731,994.0743889,21741.29077,911,10765552,63243769,5336382
11052,1,519.6374036000001,209936.7656,2989,-2636,458.1885699,999.4861883,44107.76733,1314,17281474,63934249,6366731
11053,1,494.90835639999995,162457.6211,2231,-1969,403.06031939999997,997.8388757000001,37883.782960000004,1019,15675794,63723675,8117484
11054,1,335.3505395,76614.84546,1716,-1464,276.7938682,1029.567332,29815.60913,882,7197439,67840569,5282615
11055,1,910.1613267000001,733481.5095,3504,-2696,856.4353505,1058.634454,143945.3086,2470,53017193,71725242,7800655
11056,1,724.9680489,460306.406,4342,-3474,678.4588462,1040.28191,102426.7361,2136,33637035,69259933,11095593
11057,1,826.3333543,591849.1719,3999,-3141,769.3173415,1026.299801,124838.5898,2372,43700916,67410642,10092286
11058,1,584.5728275,295695.0291,3383,-2606,543.7784742,1007.1939359999999,55998.625,1392,21870425,64924136,6928674
11059,1,514.2699163999999,186641.2654,2959,-2414,432.01998260000005,991.5946989,27478.855219999998,1030,16926307,62928643,5795339
11060,1,430.55982819999997,128133.7263,2190,-1696,357.9577158,1005.5141869999999,32443.21875,883,11864433,64707762,5145313
11061,1,654.9728643999999,380706.2576,3494,-2888,617.0139849,1048.140906,108045.6951,2616,27455325,70310359,17265815
11062,1,559.5937421,260230.7803,2847,-2191,510.12819979999995,1044.544062,103377.9548,2176,20041290,69828627,13940574
11063,1,654.5922992000001,363792.3865,3212,-2505,603.1520426,1041.871243,160232.0537,2480,27423429,69471724,15483127
11064,1,730.8807935,398889.2048,3524,-2979,631.5767607999999,1001.494508,113388.5898,2019,34187951,64191440,8464243
11065,1,447.5415658,137988.613,2535,-2212,371.4681858,1031.938089,37397.225589999995,1470,12818781,68153358,5147641
11066,1,455.5494107,142667.5017,2535,-2101,377.713518,1010.404398,23633.948969999998,1246,13281617,65338691,5483864
11067,1,506.7789829,227219.4336,3029,-2393,476.6753965,1016.013426,68388.8584,1832,16436796,66066130,14945473
11068,1,407.9044389,146601.8506,3080,-2353,382.886211,1018.3576310000001,39706.751710000004,1363,10648706,66371345,6090025
11069,1,588.8092194,265889.3513,3080,-2666,515.6445978999999,1010.6218230000001,38284.21875,1294,22188563,65366814,7799592
11070,1,317.03945439999995,98962.39429,2180,-1686,314.5828894,1015.526688,18094.9314,755,6432897,66002845,8224927
11071,1,336.748492,109127.69900000001,2070,-1313,330.34481830000004,1046.159255,46641.04688,1745,7257571,70044748,6524873
11072,1,288.57169819999996,82128.22559,2363,-1343,286.58022539999996,1049.3713300000002,58483.921879999994,2245,5329512,70475532,6377873
11073,1,347.82624069999997,120978.1709,2948,-989,347.8191641,1040.303546,57644.6709,2098,7742918,69262814,4465206
11074,1,38.81043674,169.4335938,60,-70,13.016666,1007.787366,75.3125,49,96400,65000664,4286296
11075,1,37.27012879,63.64746094,30,-50,7.977935882000001,1009.4844449999999,94.77734375,49,88900,65219766,4366336
11076,1,32.78719262,98.4375,50,-50,9.921567416,1010.976717,110.8845215,49,68800,65412731,4242576
11077,1,1045.061003,1041892.465,7403,-2272,1020.731338,1186.478653,470041.9756,4175,69897760,90094822,6555934
11078,1,1058.257154,1107318.662,7777,-2666,1052.292099,1205.301291,423128.7712,3411,71674125,92976077,9059770
11079,1,1010.2024470000001,974236.9412,8706,-3565,987.0344174,1243.273904,629581.9131,4813,65312575,98926720,16276983
11080,1,204.77277800000002,31345.409910000002,1080,-565,177.0463496,1048.831582,22214.40234,931,2683641,70403052,4843997
11081,1,610.7932087,370409.6523,4403,-2212,608.612892,1101.848787,167158.0898,3156,23876374,77700528,8581269
11082,1,222.0268143,32654.90625,847,-252,180.70668569999998,1025.111846,27311.08374,785,3154938,67254675,5604533
11083,1,1573.171096,2407794.39,8222,-3111,1551.7069279999998,1741.45535,1943415.7519999999,5783,158391507,194090671,33018011
11084,1,1644.045164,2688775.515,9595,-4474,1639.748613,1516.840075,1393488.03,5999,172984608,147251444,29572075
11085,1,129.9853958,9737.456787000001,645,-252,98.67855282,1019.8241039999999,16308.286869999998,1039,1081357,66562637,5922993
11086,1,717.7955946000001,488778.5427,6312,-2373,699.1269861000001,1095.536063,112513.2283,2450,32974753,76812753,5468348
11087,1,705.0956717,449785.6631,4555,-1303,670.6606168999999,1080.734256,217300.5928,2557,31818234,74751138,5192160
11088,1,895.1819734999999,796587.6091,6170,-3494,892.517568,1102.1053570000001,283169.9531,3489,51286449,77736718,7424564
11089,1,76.06052278,1912.085693,181,0,43.72740209,1009.2439539999999,776.1208496,127,370253,65188695,4137952
11090,1,48.13116844,1088.325928,171,-40,32.9897852,1009.4104169999999,544.5895996,118,148263,65210201,4841847
11091,1,70.81644406,3192.746094,272,-40,56.50439004,1017.2150859999999,1136.600586,157,320958,66222498,3155131
11092,1,31.64747225,129.46777340000003,50,0,11.37839063,1012.015416,62.82788086,29,64100,65547213,3748616
11093,1,19.803724399999997,91.38183594,50,-10,9.559384705,1013.147416,108.74121090000001,49,25100,65693932,4025696
11094,1,20.53959591,137.109375,60,-10,11.70937125,1012.845396,98.28686523,49,27000,65654771,3978096
11095,1,513.5212081999999,220414.0273,4494,-3151,469.4827232,1007.779242,38116.02734,1922,16877058,64999616,7701894
11096,1,455.31738590000003,183698.8767,3726,-2383,428.60106940000003,1016.230174,52840.31616,2274,13268091,66094321,9147662
11097,1,366.71744910000007,114005.8662,2736,-1797,337.64754730000004,1005.8796990000001,33178.40625,1549,8606828,64754814,8729957
11098,1,491.29929780000003,229040.1211,3868,-2343,478.58136310000003,1027.173785,61481.97437,2273,15448000,67525503,10035303
11099,1,579.87275,321421.7334,4918,-3050,566.9406789,1007.022933,35294.131839999995,1294,21520154,64902092,9478418
11100,1,638.4106731,384615.9375,4898,-2909,620.1741187000001,1021.7023019999999,53726.21484,1715,26084364,66808038,12098510
11101,1,699.7119497,474970.9336,4878,-2656,689.1813503,1110.066622,231935.3818,3783,31334196,78863866,18948612
11102,1,144.60927959999998,3865.2773439999996,292,-272,62.17135469,988.5584992,856.890625,147,1338358,62543866,6643701
11103,1,290.47821560000006,73852.11621000001,2231,-1464,271.75745839999996,1000.9633640000001,21703.90234,1294,5400166,64123370,7945882
11104,1,110.0577263,3737.593506,353,-202,61.13586105,997.8905016000001,1309.054443,157,775213,63730269,5636286
11105,1,60.44380138,487.63256839999997,141,-111,22.08240404,1000.3535390000001,113.3649902,49,233821,64045261,5600376
11106,1,194.083302,36563.80444,1555,-818,191.2166427,1035.140291,65663.13452,2304,2410773,68576987,11819382
11107,1,51.15845482,225.36621090000003,80,-90,15.01220207,993.1788531999999,138.0036621,59,167500,63129871,6406007
11108,1,42.16781948,127.734375,50,-70,11.30196333,994.3027394,104.875,49,113800,63272828,6451323
11109,1,45.38033715,117.87109380000001,50,-70,10.85684548,989.5218542000001,105.09277340000001,49,131800,62665824,6624043
11110,1,44.66892096,94.89746094,50,-70,9.741532782,990.7462859999999,85.52124023,39,127700,62821005,6761663
11111,1,335.4731267,6429.15625,394,70,80.18201949,985.0781774000001,4673.58374,314,7202702,62104257,423207
11112,1,210.0549779,35785.12109,747,-202,189.1695565,1023.234333,7691.967773,432,2823878,67008544,2694041
11113,1,368.4882546,125443.2461,2717,-1808,354.1796805,1027.822866,26258.28027,1196,8690150,67610870,3984803
11114,1,444.80645369999996,191472.7656,3504,-2606,437.5760113,1023.578824,54732.49976,2048,12662578,67053671,9751554
11115,1,573.6380337,309020.6523,5191,-2525,555.8962604,996.7691637,69276.83179,2018,21059878,63587121,10881877
11116,1,156.5403303,10543.97559,534,-464,102.6838623,990.7543922,2824.126709,265,1568312,62822033,7145518
11117,1,89.82656901,7293.538086,383,-151,85.40221359,995.6820605,1202.2907710000002,187,516404,63448497,5880061
11118,1,976.3265974999999,904620.9336,6373,-1333,951.1156258,1167.381659,294657.6875,3273,61005672,87217916,8823545
11119,1,1372.7424310000001,1845452.554,8373,-3222,1358.474348,1272.665019,610153.6875,3872,120602994,103659280,10404967
11120,1,1275.555192,1595905.342,10151,-5000,1263.291471,1638.5019550000002,1785392.0590000001,9675,104130627,171820074,36159725
11121,1,1424.514753,2009140.358,9262,-4101,1417.441483,1224.674753,591142.6875,4862,129871506,95989008,13232269
11122,1,688.8199488,459759.99,5827,-1555,678.0560375,1122.281632,233853.5,3205,30366267,80609028,5108567
11123,1,740.0290957000001,528831.2256,5797,-1222,727.2078283,1168.10016,352390.5466,4156,35049156,87325311,7659251
11124,1,1211.868031,1419783.125,8959,-3858,1191.546527,1332.320901,818808.9099,5028,93991944,113605055,10766063
11125,1,1184.404116,1379561.625,8595,-3494,1174.547413,1233.496232,487382.8533,4303,89780039,97376829,8357617
11126,1,884.0182848999999,757863.6775,7009,-2515,870.5536615,1105.110762,216858.6931,2793,50015253,78161267,8016982
11127,1,1208.87604,1371362.53,6645,-1555,1171.051891,1199.242411,487039.3201,4744,93528402,92043671,10710947
11128,1,231.16038799999998,51426.96484,1636,-1323,226.77514159999998,1038.445172,21712.87109,1235,3419848,69015576,6617297
11129,1,288.2731452,78227.62109,1605,-737,279.6920111,1041.974043,59794.140629999994,1510,5318490,69485434,5697566
11130,1,1932.6415170000002,3695296.75,10160,-4979,1922.315466,1843.593184,2370798.26,7685,239046607,217525493,24800535
11131,1,747.9004362000001,554658.5303,5221,-2181,744.7540066,1083.647717,232058.1523,2077,35798724,75154712,7142364
11132,1,1213.886508,1458441.381,8292,-3333,1207.659464,1128.70319,402519.4685,2959,94305309,81534137,8170625
11133,1,765.2383003,550550.4961,5413,-1222,741.9909002999999,1188.618105,347982.4912,3127,37477738,90420032,7891853
11134,1,1234.287655,1496585.388,10000,-5000,1223.350068,1250.559019,650290.4548,5283,97501825,100089463,12336375
11135,1,431.6616695,159389.6521,3272,-707,399.2363361,1059.983933,47289.37109,1373,11925235,71908220,3585769
11136,1,661.6451324,391978.2813,3352,-1484,626.081689,1261.7459509999999,510987.7646,2999,28017554,101888182,6927333
11137,1,1522.226684,2312942.982,10130,-4989,1520.8362769999999,1570.082527,1825434.111,7411,148299141,157770185,11685964
11138,1,1086.547636,1162975.646,9161,-4020,1078.413486,1248.40308,627224.9365,4088,75557489,99744656,8766923
11139,1,1686.22196,2809338.835,10171,-5000,1676.108241,1683.512432,1961887.2969999998,8852,181974048,181389703,19415881
11140,1,1683.740061,2821676.413,10140,-4979,1679.7846329999998,1752.8527329999997,2078140.955,6489,181438758,196639533,41331354
11141,1,1152.284911,1269355.22,7292,-2373,1126.656656,1280.584376,552503.6084,5117,84976673,104953366,7315830
11142,1,120.31144479999999,3351.186523,353,-20,57.88943361,1001.7454449999999,616.8710937999999,128,926390,64223612,4818618
11143,1,191.9138804,15941.65527,625,-141,126.260268,1001.9706359999999,10123.08496,510,2357180,64252490,4269138
11144,1,172.3555101,8102.015381,454,-40,90.01119586,1014.87684,3489.413086,393,1901211,65918400,3424369
11145,1,353.1250442,112778.7986,2029,-787,335.82554780000004,1058.935506,91436.56934,1706,7980627,71766042,5201931
11146,1,335.110686,74341.17358,1281,-191,272.6557786,1022.5308289999999,70814.17749,1392,7187147,66916435,3996363
11147,1,352.7496235,71640.05443999999,1615,-292,267.656598,1023.634227,77047.88965,1685,7963667,67060930,3778419
11148,1,776.5266012999999,559716.5615,4484,-1363,748.1420731000001,1097.003774,227396.7773,2489,38591588,77018706,6450918
11149,1,617.7905819,357548.0837,4797,-1595,597.9532454,1086.229869,171785.2009,2284,24426573,75513301,6386562
11150,1,253.51254280000003,28777.581789999997,756,-161,169.63956430000002,1004.0401199999999,26511.0,628,4113191,64518180,3468393
11151,1,429.5584215,167733.9961,2767,-808,409.5534106,1046.933827,54139.875,1295,11809308,70148508,5406628
11152,1,231.5721405,33212.39063,898,-262,182.2426696,1012.905544,24445.80444,686,3432042,65662569,3541739
11153,1,144.58696559999998,4541.384521,333,-20,67.38979538,1008.1536570000001,2230.388428,295,1337945,65047923,3971752
11154,1,150.76616830000003,7230.1875,423,-40,85.03050923,1010.9172970000001,4566.350586,314,1454748,65405042,3710017
11155,1,173.6641874,6356.545897999999,333,30,79.72794929,1000.845744,4471.519287,284,1930192,64108301,3164383
11156,1,389.7023704,137400.3584,2393,-979,370.6755433,1036.724017,70479.53809,1108,9719548,68786988,5632831
11157,1,301.88944060000006,78286.88647,1343,-414,279.79793870000003,1059.307844,72308.73804,1500,5832783,71816519,5290057
11158,1,277.72884710000005,55266.296879999994,1110,-414,235.08784930000002,1040.126382,54965.667720000005,1353,4936532,69239225,4796752
11159,1,262.6622118,42534.381839999995,878,-171,206.2386526,1029.897075,33664.08765,657,4415452,67884031,3796609
11160,1,469.0001666,174924.3584,2393,-515,418.2395945,1030.247346,133980.4053,1803,14077514,67930214,4592396
11161,1,286.1693118,38237.99609,898,0,195.54538119999998,1009.354597,40521.16577,853,5241144,65202989,3336672
11162,1,412.0261862,150073.5955,2585,-979,387.39333430000005,1054.5022,70458.96655,1686,10864997,71166393,5736607
11163,1,301.95306960000005,75464.60059,1352,-262,274.7082099,1051.971356,69460.6189,1264,5835242,70825199,5082642
11164,1,593.4507667,334286.3896,4150,-969,578.1750509999999,1041.183034,108257.7048,2166,22539764,69379975,5458586
11165,1,827.6934064,637429.6709,6010,-1101,798.3919281000001,1114.943566,151008.8428,2078,43844888,79558346,7274675
11166,1,221.71384989999999,9356.78125,464,-10,96.73045668,1005.6658550000001,5542.866211,383,3146050,64727284,2411261
11167,1,205.9436361,2412.78125,242,121,49.12006973,1000.97689,1673.4646,186,2714418,64125103,2603606
11168,1,220.59153430000003,44192.538089999995,1544,-1151,210.22021329999998,1037.757724,38261.631839999995,1578,3114280,68924230,9898840
11169,1,305.3467291,92063.5625,2322,-1535,303.4197793,1029.8558679999999,36111.20483,1333,5967144,67878599,13368071
11170,1,120.7693437,14283.88647,646,-212,119.5152144,1013.6415480000001,5916.795897999999,451,933455,65758028,4825342
11171,1,424.35007289999993,178182.0935,3504,-2121,422.11620849999997,1019.751839,55705.80859,2009,11524671,66553204,7411221
11172,1,343.9878722,113130.1475,2201,-1111,336.3482532,1077.53929,120914.0349,2881,7572970,74309819,11970373
11173,1,403.075811,160524.4724,3474,-2101,400.65505410000003,1086.616825,150130.4648,3715,10398087,75567112,11313644
11174,1,331.9482264,99197.41309,2211,-1141,314.9562082,986.7900296,49813.07715,1402,7052136,62320292,10873663
