,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
11035,1,-3181,424,498.9164509,211172.4209,459.5350051,25.76919974,-4.446299689,3605,117,1568,1019.214457,41827.06226,204.5166552,5.321858864,1451,-584,401.7129144,92228.91967999999,1910,15930728,66483079,10327889
11036,1,-2282,252,366.5945691,101182.2107,318.0915131,27.48696823,-4.647967401,2534,696,1372,1007.448727,12451.375,111.5857294,2.382081624,676,-237,247.80158390000003,17121.68359,959,8601061,64956988,3929960
11037,1,-525,333,225.0578051,14794.04272,121.63076389999999,4.676438114,1.040016581,858,794,1303,996.3708992,6457.703125,80.35983527,2.880467967,509,-188,316.2915981,23950.600590000002,861,3241665,63536318,6402584
11038,1,-2949,575,559.7682696,262708.4841,512.5509576000001,12.23603921,-3.0240128489999996,3524,49,1588,1027.656664,55077.96875,234.6869591,3.7234300639999995,1539,-524,349.2416338,59610.26465,1603,20053793,67589006,7806062
11039,1,-2505,616,625.2130137,345108.6865,587.4595191000001,5.243235008,-2.126709456,3121,-58,1970,1027.192107,114829.7773,338.86542660000003,1.722524751,2028,-702,445.3216359,156100.3728,2256,25017044,67527912,12691927
11040,1,-2808,717,688.1378745000001,372796.9255,610.5709832,6.563508957000001,-2.3933119290000002,3525,-127,1578,1020.5405119999999,82939.55859,287.99228910000005,3.4393587510000003,1705,-1059,521.1947962,193305.2537,2811,30306159,66656188,17385217
11041,1,-2949,636,497.92190030000006,218040.4531,466.9480197,17.32631712,-3.228323235,3585,137,2019,1047.885535,103992.7803,322.47911600000003,0.9733405709999999,1882,-514,349.69147119999997,69484.70215,1464,15867278,70276102,7826184
11042,1,-2191,545,585.9643494,257395.3086,507.34141229999994,4.379778673,-2.090155095,2736,107,1549,1005.283581,50899.32397,225.6087852,5.3998312429999995,1442,-168,361.15117589999994,36631.53882,1019,21974670,64678085,8347531
11043,1,-1959,303,470.448174,157856.8533,397.3120351,9.057738987,-2.741353267,2262,343,1647,1016.2825330000001,36826.1875,191.90150469999998,2.730481184,1304,-158,295.0429789,26141.66187,880,14164575,66101132,5571223
11044,1,-1494,191,442.1379168,111186.4443,333.44631400000003,3.343605443,-1.726693794,1685,588,1303,964.8268788999999,18089.80371,134.4983409,0.79662772,715,-89,297.14046030000003,27012.9978,752,12511100,59577018,5650717
11045,1,-1797,262,346.8909681,81794.74609,285.99780780000003,14.73449911,-3.3089168860000004,2059,450,1480,1029.913657,22584.03491,150.2798553,3.82970098,1030,-306,299.3438397,26942.564210000004,1018,7701334,67886217,5734831
11046,1,-2090,434,467.028355,158144.0662,397.6733159,8.301880384,-2.569161135,2524,274,1441,1007.33734,32678.48413,180.7719119,3.233550708,1167,-217,333.4116965,49651.609130000004,1038,13959391,64942625,7114455
11047,1,-2313,393,540.8656834,219348.5303,468.346592,6.618797861,-2.2066989969999997,2706,264,1519,978.5464986,38351.6875,195.83586880000001,2.036954132,1255,-227,282.4217535,30137.523189999996,850,18722284,61283408,5104771
11048,1,-2494,707,600.4785982000001,286258.6755,535.0314715,5.181359575,-1.9368452369999998,3201,29,2196,1042.763756,144211.7881,379.752272,0.90341045,2167,-544,416.3622972,125437.6162,2187,23076771,69590800,11094884
11049,1,-2383,606,682.6016179,345839.4023,588.0811187999999,4.2697438960000005,-2.004715708,2989,49,1529,986.1709490000001,61790.970460000004,248.57789619999997,1.866368782,1480,-405,402.1697986,89623.1228,1474,29820478,62242121,10351395
11050,1,-1060,141,304.7736865,37735.413089999995,194.2560503,6.059996126000001,-1.959316928,1201,676,1362,1006.9279630000001,12309.53687,110.94835220000002,2.7663672939999997,686,-128,288.9585286,17656.67871,850,5944768,64889851,5343810
11051,1,-2181,474,410.1362578,104471.2803,323.2201731,18.36937256,-3.409426133,2655,549,1460,994.0743889,21741.29077,147.449282,1.636282316,911,-217,288.7576298,15894.6709,712,10765552,63243769,5336382
11052,1,-2636,353,519.6374036000001,209936.7656,458.1885699,11.320324099999999,-2.9606993339999996,2989,235,1549,999.4861883,44107.76733,210.01849280000002,3.06530948,1314,-227,315.4047747,39064.068119999996,1038,17281474,63934249,6366731
11053,1,-1969,262,494.90835639999995,162457.6211,403.06031939999997,7.416563789,-2.60614504,2231,284,1303,997.8388757000001,37883.782960000004,194.63756819999998,3.744254167,1019,-386,356.13998300000003,61603.33496,1574,15675794,63723675,8117484
11054,1,-1464,252,335.3505395,76614.84546,276.7938682,8.049042195,-2.45658371,1716,490,1372,1029.567332,29815.60913,172.6719697,1.157564308,882,-138,287.2992506,18444.861080000002,613,7197439,67840569,5282615
11055,1,-2696,808,910.1613267000001,733481.5095,856.4353505,1.5125225919999998,-1.5183043269999998,3504,-176,2294,1058.634454,143945.3086,379.4012501,3.196600529,2470,-396,349.1206588,62250.06812,1138,53017193,71725242,7800655
11056,1,-3474,868,724.9680489,460306.406,678.4588462,8.553961165,-2.549607258,4342,-156,1980,1040.28191,102426.7361,320.0417724,2.6625924640000003,2136,-287,416.3756004,84760.09546,1742,33637035,69259933,11095593
11057,1,-3141,858,826.3333543,591849.1719,769.3173415,5.036336108,-2.064757736,3999,-176,2196,1026.299801,124838.5898,353.32504839999996,3.389989732,2372,-376,397.1044809,67166.20313,1772,43700916,67410642,10092286
11058,1,-2606,777,584.5728275,295695.0291,543.7784742,8.91842973,-2.387768425,3383,411,1803,1007.1939359999999,55998.625,236.6402861,1.909238953,1392,-59,329.02968139999996,28171.53125,732,21870425,64924136,6928674
11059,1,-2414,545,514.2699163999999,186641.2654,432.01998260000005,10.07375714,-2.559252414,2959,519,1549,991.5946989,27478.855219999998,165.76747340000003,1.914004424,1030,-19,300.9188792,18602.49194,801,16926307,62928643,5795339
11060,1,-1696,494,430.55982819999997,128133.7263,357.9577158,5.983812400000001,-1.815860706,2190,607,1490,1005.5141869999999,32443.21875,180.1200121,0.602297964,883,9,283.54102989999996,14835.51343,495,11864433,64707762,5145313
11061,1,-2888,606,654.9728643999999,380706.2576,617.0139849,6.522890487000001,-2.309075257,3494,-107,2509,1048.140906,108045.6951,328.70305,7.917869116,2616,-1069,519.4019247,201665.5154,2969,27455325,70310359,17265815
11062,1,-2191,656,559.5937421,260230.7803,510.12819979999995,3.412112515,-1.5698117040000001,2847,-147,2029,1044.544062,103377.9548,321.5244234,3.410304791,2176,-821,466.7134761,133031.3086,2157,20041290,69828627,13940574
11063,1,-2505,707,654.5922992000001,363792.3865,603.1520426,4.746772566000001,-1.9638640680000001,3212,-186,2294,1041.871243,160232.0537,400.289962,3.222641206,2480,-772,491.85756,169655.2986,2138,27423429,69471724,15483127
11064,1,-2979,545,730.8807935,398889.2048,631.5767607999999,4.974526254,-1.9362404180000001,3524,-137,1882,1001.494508,113388.5898,336.7322228,1.095985453,2019,-207,363.66715120000003,54978.48413,1078,34187951,64191440,8464243
11065,1,-2212,323,447.5415658,137988.613,371.4681858,13.81063529,-3.2913830039999996,2535,500,1970,1031.938089,37397.225589999995,193.3836228,8.959372052,1470,-19,283.6051668,11386.11694,514,12818781,68153358,5147641
11066,1,-2101,434,455.5494107,142667.5017,377.713518,11.34025878,-2.8897802180000003,2535,303,1549,1010.404398,23633.948969999998,153.7333697,6.985781526,1246,-158,292.7206433,18620.56152,831,13281617,65338691,5483864
11067,1,-2393,636,506.7789829,227219.4336,476.6753965,8.503158291,-2.5410409069999997,3029,-68,1764,1016.013426,68388.8584,261.5126353,4.802430041,1832,-1029,483.2421915,151198.8533,3464,16436796,66066130,14945473
11068,1,-2353,727,407.9044389,146601.8506,382.886211,16.23153918,-2.94833536,3080,382,1745,1018.3576310000001,39706.751710000004,199.26553069999997,3.052805558,1363,-118,308.4747001,22079.34546,672,10648706,66371345,6090025
11069,1,-2666,414,588.8092194,265889.3513,515.6445978999999,11.46886406,-3.1680941160000002,3080,245,1539,1010.6218230000001,38284.21875,195.6635345,6.520948213,1294,-267,349.0968705,42132.98438,1158,22188563,65366814,7799592
11070,1,-1686,494,317.03945439999995,98962.39429,314.5828894,9.906162222,-2.176248727,2180,715,1470,1015.526688,18094.9314,134.51740180000002,2.4500373140000002,755,-1039,358.4891691,72619.1814,1652,6432897,66002845,8224927
11071,1,-1313,757,336.748492,109127.69900000001,330.34481830000004,5.50524651,-1.064920305,2070,284,2029,1046.159255,46641.04688,215.9653835,9.300388512,1745,-871,319.297887,44028.189210000004,1554,7257571,70044748,6524873
11072,1,-1343,1020,288.57169819999996,82128.22559,286.58022539999996,8.716971957,-0.951350357,2363,235,2480,1049.3713300000002,58483.921879999994,241.83449269999997,19.9451327,2245,-118,315.68063870000003,21263.01538,949,5329512,70475532,6377873
11073,1,-989,1959,347.82624069999997,120978.1709,347.8191641,14.58421488,2.538783858,2948,0,2098,1040.303546,57644.6709,240.0930463,11.54961889,2098,-158,264.1379256,15275.77734,781,7742918,69262814,4465206
11074,1,-70,-10,38.81043674,169.4335938,13.016666,-0.349031052,-0.272234679,60,980,1029,1007.787366,75.3125,8.678277479,0.748492622,49,227,258.7921463,199.58496090000003,60,96400,65000664,4286296
11075,1,-50,-20,37.27012879,63.64746094,7.977935882000001,-0.26320656600000003,0.372728581,30,980,1029,1009.4844449999999,94.77734375,9.73536562,0.47260340100000003,49,237,261.1972435,151.92871090000003,50,88900,65219766,4366336
11076,1,-50,0,32.78719262,98.4375,9.921567416,0.6273620560000001,0.34796729299999996,50,980,1029,1010.976717,110.8845215,10.53017196,0.8856644929999999,49,227,257.4689302,160.91308590000003,60,68800,65412731,4242576
11077,1,-2272,5131,1045.061003,1041892.465,1020.731338,10.01368697,2.533445206,7403,-823,3352,1186.478653,470041.9756,685.5960732000001,1.987431265,4175,-475,320.0569773,53013.62109,1267,69897760,90094822,6555934
11078,1,-2666,5111,1058.257154,1107318.662,1052.292099,8.215551306,1.833703186,7777,-1068,2343,1205.301291,423128.7712,650.4834904,1.5189554859999999,3411,-950,376.24314780000003,79853.24121000001,1712,71674125,92976077,9059770
11079,1,-3565,5141,1010.2024470000001,974236.9412,987.0344174,11.03260471,1.36569404,8706,-1735,3078,1243.273904,629581.9131,793.4619796000001,1.804003801,4813,-1316,504.30928939999995,236250.2166,2137,65312575,98926720,16276983
11080,1,-565,515,204.77277800000002,31345.409910000002,177.0463496,1.908138965,-0.25873398,1080,696,1627,1048.831582,22214.40234,149.0449675,4.086702188,931,-574,275.11352769999996,46590.5564,1593,2683641,70403052,4843997
11081,1,-2212,2191,610.7932087,370409.6523,608.612892,5.972973969,-0.54562217,4403,-323,2833,1101.848787,167158.0898,408.8497155,7.59413277,3156,-1059,366.1725387,76369.77318999999,1801,23876374,77700528,8581269
11082,1,-252,595,222.0268143,32654.90625,180.70668569999998,0.038320002,0.493401629,847,558,1343,1025.111846,27311.08374,165.26065390000002,0.200305659,785,-79,295.9236863,21594.0896,732,3154938,67254675,5604533
11083,1,-3111,5111,1573.171096,2407794.39,1551.7069279999998,3.4505005769999997,1.7246373819999998,8222,-1833,3950,1741.45535,1943415.7519999999,1394.064472,-0.445732687,5783,-2821,718.2662611000001,498461.7908,4058,158391507,194090671,33018011
11084,1,-4474,5121,1644.045164,2688775.515,1639.748613,2.308944802,0.494188532,9595,-2450,3549,1516.840075,1393488.03,1180.46094,0.678946574,5999,-1663,679.7526548999999,417681.033,3257,172984608,147251444,29572075
11085,1,-252,393,129.9853958,9737.456787000001,98.67855282,2.1537469540000003,-0.459765796,645,313,1352,1019.8241039999999,16308.286869999998,127.70390309999999,13.74172918,1039,138,304.21499900000003,4328.484131,366,1081357,66562637,5922993
11086,1,-2373,3939,717.7955946000001,488778.5427,699.1269861000001,15.23198431,2.3249613609999997,6312,-235,2215,1095.536063,112513.2283,335.4299156,4.340012043,2450,-485,292.3062392,30261.991210000004,1069,32974753,76812753,5468348
11087,1,-1303,3252,705.0956717,449785.6631,670.6606168999999,8.21666133,2.224183197,4555,-450,2107,1080.734256,217300.5928,466.15511660000004,1.7590241340000001,2557,-415,284.828896,54344.131839999995,1266,31818234,74751138,5192160
11088,1,-3494,2676,895.1819734999999,796587.6091,892.517568,7.650508735,-1.2750356859999998,6170,-1254,2235,1102.1053570000001,283169.9531,532.1371563,6.934141087,3489,-742,340.6006643,73958.18359,1940,51286449,77736718,7424564
11089,1,0,181,76.06052278,1912.085693,43.72740209,0.297646077,1.080546395,181,941,1068,1009.2439539999999,776.1208496,27.85894559,0.343699253,127,158,254.274458,1056.9648439999999,168,370253,65188695,4137952
11090,1,-40,131,48.13116844,1088.325928,32.9897852,0.6687526220000001,-0.182211659,171,960,1078,1009.4104169999999,544.5895996,23.33644359,0.089838802,118,108,275.0524666,2424.425537,278,148263,65210201,4841847
11091,1,-40,232,70.81644406,3192.746094,56.50439004,2.392376857,1.479622175,272,911,1068,1017.2150859999999,1136.600586,33.71350747,2.2076064580000003,157,138,222.03360530000003,1276.30835,149,320958,66222498,3155131
11092,1,0,50,31.64747225,129.46777340000003,11.37839063,-0.24980149699999998,-0.16271961699999998,50,1000,1029,1012.015416,62.82788086,7.926404031000001,-0.564350019,29,207,242.0167866,159.2773438,70,64100,65547213,3748616
11093,1,-10,40,19.803724399999997,91.38183594,9.559384705,0.06211727,-0.307576119,50,990,1039,1013.147416,108.74121090000001,10.4279054,-0.037970158,49,237,250.8017145,104.2724609,40,25100,65693932,4025696
11094,1,-10,50,20.53959591,137.109375,11.70937125,0.18540433899999997,0.041058501000000004,60,990,1039,1012.845396,98.28686523,9.913973231,-0.155608743,49,227,249.3145603,141.18652340000003,40,27000,65654771,3978096
11095,1,-3151,1343,513.5212081999999,220414.0273,469.4827232,23.95783434,-3.4886486480000003,4494,323,2245,1007.779242,38116.02734,195.2332639,26.38417373,1922,-336,346.90357989999995,34034.6709,1751,16877058,64999616,7701894
11096,1,-2383,1343,455.31738590000003,183698.8767,428.60106940000003,12.57307003,-1.542827179,3726,29,2303,1016.230174,52840.31616,229.8702159,19.23134673,2274,-425,378.06377599999996,39549.874019999996,1504,13268091,66094321,9147662
11097,1,-1797,939,366.71744910000007,114005.8662,337.64754730000004,10.16404446,-1.124214867,2736,127,1676,1005.8796990000001,33178.40625,182.1494064,11.23459449,1549,-485,369.331258,39383.06226,1267,8606828,64754814,8729957
11098,1,-2343,1525,491.29929780000003,229040.1211,478.58136310000003,8.733856575,-1.044790407,3868,-205,2068,1027.173785,61481.97437,247.9555895,12.11169162,2273,-574,395.9818296,56994.97827000001,1732,15448000,67525503,10035303
11099,1,-3050,1868,579.87275,321421.7334,566.9406789,16.67105301,-2.826423212,4918,156,1450,1007.022933,35294.131839999995,187.8673251,9.425695467,1294,-376,384.8379935,44938.87109,1692,21520154,64902092,9478418
11100,1,-2909,1989,638.4106731,384615.9375,620.1741187000001,10.27316186,-1.567846435,4898,-19,1696,1021.7023019999999,53726.21484,231.78916030000002,7.887351121,1715,-435,434.7864058999999,84467.82813,1989,26084364,66808038,12098510
11101,1,-2656,2222,699.7119497,474970.9336,689.1813503,4.747703544,-0.571902355,4878,-568,3215,1110.066622,231935.3818,481.5967004,11.20923481,3783,-881,544.1250431,186386.9023,3415,31334196,78863866,18948612
11102,1,-272,20,144.60927959999998,3865.2773439999996,62.17135469,-0.166799733,0.018167932,292,911,1058,988.5584992,856.890625,29.27269419,0.17597191199999998,147,168,322.1922223,4139.36499,277,1338358,62543866,6643701
11103,1,-1464,767,290.47821560000006,73852.11621000001,271.75745839999996,10.97435819,-1.12503218,2231,392,1686,1000.9633640000001,21703.90234,147.32244340000003,10.66882691,1294,-306,352.35551119999997,26087.569340000002,1038,5400166,64123370,7945882
11104,1,-202,151,110.0577263,3737.593506,61.13586105,2.545105456,0.7334427459999999,353,931,1088,997.8905016000001,1309.054443,36.18085742,0.362158838,157,148,296.7607938,3367.780273,267,775213,63730269,5636286
11105,1,-111,30,60.44380138,487.63256839999997,22.08240404,2.434471355,0.7565510190000001,141,980,1029,1000.3535390000001,113.3649902,10.64729967,-0.103245255,49,247,295.8139196,222.5585938,89,233821,64045261,5600376
11106,1,-818,737,194.083302,36563.80444,191.2166427,7.252035451,0.3247599,1555,313,2617,1035.140291,65663.13452,256.24818930000004,23.69178843,2304,-376,429.74160109999997,96784.12402,2534,2410773,68576987,11819382
11107,1,-90,-10,51.15845482,225.36621090000003,15.01220207,0.941073315,0.312151285,80,960,1019,993.1788531999999,138.0036621,11.74749599,-0.278660392,59,277,316.37613589999995,227.9841309,89,167500,63129871,6406007
11108,1,-70,-20,42.16781948,127.734375,11.30196333,-0.223606318,-0.26686116,50,970,1019,994.3027394,104.875,10.24084957,-0.32108042,49,297,317.493184,124.6149902,39,113800,63272828,6451323
11109,1,-70,-20,45.38033715,117.87109380000001,10.85684548,-0.301696332,0.198171008,50,960,1009,989.5218542000001,105.09277340000001,10.25147665,0.749204037,49,287,321.71520310000005,128.37475590000003,59,131800,62665824,6624043
11110,1,-70,-20,44.66892096,94.89746094,9.741532782,0.9811177870000001,-0.651577111,50,970,1009,990.7462859999999,85.52124023,9.247769473,-0.373903737,39,287,325.0399735,157.97436519999997,69,127700,62821005,6761663
11111,1,70,464,335.4731267,6429.15625,80.18201949,0.533643148,-0.496104958,394,823,1137,985.0781774000001,4673.58374,68.36361415,-0.023820037000000002,314,-128,81.31795235,3721.866943,306,7202702,62104257,423207
11112,1,-202,545,210.0549779,35785.12109,189.1695565,-0.20781304899999997,0.795219233,747,764,1196,1023.234333,7691.967773,87.70386407,1.043487076,432,-465,205.16917560000002,33610.25366,930,2823878,67008544,2694041
11113,1,-1808,909,368.4882546,125443.2461,354.1796805,9.008567301,-1.340076462,2717,382,1578,1027.822866,26258.28027,162.0440689,7.6717047,1196,-445,249.5246418,29007.605219999998,1088,8690150,67610870,3984803
11114,1,-2606,898,444.80645369999996,191472.7656,437.5760113,15.86235885,-2.306919125,3504,-127,1921,1023.578824,54732.49976,233.9497804,11.17593484,2048,-217,390.3434786,69388.02734,1444,12662578,67053671,9751554
11115,1,-2525,2666,573.6380337,309020.6523,555.8962604,13.87275628,0.5458919179999999,5191,-254,1764,996.7691637,69276.83179,263.20492360000003,9.954025562,2018,-297,412.34612660000005,50237.62866,1574,21059878,63587121,10881877
11116,1,-464,70,156.5403303,10543.97559,102.6838623,1.145582772,-0.7613531379999999,534,813,1078,990.7543922,2824.126709,53.142513199999996,1.215463489,265,69,334.13877169999995,14791.6084,554,1568312,62822033,7145518
11117,1,-151,232,89.82656901,7293.538086,85.40221359,-0.063773665,0.409327885,383,901,1088,995.6820605,1202.2907710000002,34.67406482,0.50777732,187,9,303.11046360000006,6200.83374,426,516404,63448497,5880061
11118,1,-1333,5040,976.3265974999999,904620.9336,951.1156258,18.005459899999998,3.815159594,6373,-509,2764,1167.381659,294657.6875,542.8238089,3.7942073310000004,3273,-663,371.3056566,78324.26538,1375,61005672,87217916,8823545
11119,1,-3222,5151,1372.7424310000001,1845452.554,1358.474348,5.0143184430000005,1.639244395,8373,-1137,2735,1272.665019,610153.6875,781.1233497000001,0.586450671,3872,-772,403.2091385,106711.8552,1772,120602994,103659280,10404967
11120,1,-5000,5151,1275.555192,1595905.342,1263.291471,8.24268217,0.54218878,10151,-4911,4764,1638.5019550000002,1785392.0590000001,1336.1856380000002,5.199340106,9675,-3752,751.6619607000001,526757.1228,5435,104130627,171820074,36159725
11121,1,-4101,5161,1424.514753,2009140.358,1417.441483,5.54954641,1.324853188,9262,-1274,3588,1224.674753,591142.6875,768.8580412,1.997172824,4862,-1009,454.70232360000006,142515.7166,2652,129871506,95989008,13232269
11122,1,-1555,4272,688.8199488,459759.99,678.0560375,20.83004073,3.6616747089999997,5827,-784,2421,1122.281632,233853.5,483.5840155,4.51951365,3205,-465,282.526741,23021.06421,1088,30366267,80609028,5108567
11123,1,-1222,4575,740.0290957000001,528831.2256,727.2078283,19.48389583,3.528769702,5797,-421,3735,1168.10016,352390.5466,593.6249207999999,5.9724922,4156,-584,345.9418981,70965.92749,1613,35049156,87325311,7659251
11124,1,-3858,5101,1211.868031,1419783.125,1191.546527,8.068111523999999,1.3996131109999999,8959,-1617,3411,1332.320901,818808.9099,904.8806053,1.245316979,5028,-1178,410.1459915,137600.2029,1999,93991944,113605055,10766063
11125,1,-3494,5101,1184.404116,1379561.625,1174.547413,5.848901131,1.408897598,8595,-745,3558,1233.496232,487382.8533,698.1281066,1.812259676,4303,-891,361.36929260000005,81726.04467999999,1623,89780039,97376829,8357617
11126,1,-2515,4494,884.0182848999999,757863.6775,870.5536615,12.57011536,2.563949347,7009,-784,2009,1105.110762,216858.6931,465.68089189999995,3.358072457,2793,-732,353.9284444,59360.82715,1840,50015253,78161267,8016982
11127,1,-1555,5090,1208.87604,1371362.53,1171.051891,8.542855637,2.756111671,6645,-1401,3343,1199.242411,487039.3201,697.8820245,2.8962716410000002,4744,-900,409.0947896,106973.1638,2098,93528402,92043671,10710947
11128,1,-1323,313,231.16038799999998,51426.96484,226.77514159999998,23.56899988,-4.735484248000001,1636,696,1931,1038.445172,21712.87109,147.3528795,21.95612195,1235,-1069,321.5513421,59890.4314,2227,3419848,69015576,6617297
11129,1,-737,868,288.2731452,78227.62109,279.6920111,1.741836446,0.674153905,1605,470,1980,1041.974043,59794.140629999994,244.5284045,2.995261545,1510,-29,298.3696847,22573.2959,672,5318490,69485434,5697566
11130,1,-4979,5181,1932.6415170000002,3695296.75,1922.315466,2.536957504,0.927739898,10160,-3715,3970,1843.593184,2370798.26,1539.739673,0.675118406,7685,-1643,622.5016943,336199.031,3108,239046607,217525493,24800535
11131,1,-2181,3040,747.9004362000001,554658.5303,744.7540066,7.393696466000001,1.882291779,5221,-205,1872,1083.647717,232058.1523,481.7241455,0.28927025100000003,2077,-267,334.0650199,27354.375,960,35798724,75154712,7142364
11132,1,-3333,4959,1213.886508,1458441.381,1207.659464,5.4454207420000005,0.9991230720000001,8292,-509,2450,1128.70319,402519.4685,634.4442202,0.21547196100000002,2959,-514,357.3038142,70656.99193999999,1514,94305309,81534137,8170625
11133,1,-1222,4191,765.2383003,550550.4961,741.9909002999999,11.98492973,2.679933134,5413,-500,2627,1188.618105,347982.4912,589.9004079,1.379328642,3127,-633,351.15552560000003,70947.89233,1633,37477738,90420032,7891853
11134,1,-5000,5000,1234.287655,1496585.388,1223.350068,8.363830772,0.623090066,10000,-2362,2921,1250.559019,650290.4548,806.4058872,3.743682922,5283,-980,439.03970139999996,115584.7556,2455,97501825,100089463,12336375
11135,1,-707,2565,431.6616695,159389.6521,399.2363361,19.83636353,3.5866986180000002,3272,509,1882,1059.983933,47289.37109,217.46119449999998,3.07211112,1373,-178,236.70158560000002,18191.31226,544,11925235,71908220,3585769
11136,1,-1484,1868,661.6451324,391978.2813,626.081689,0.420686646,0.669701934,3352,-794,2205,1261.7459509999999,510987.7646,714.8340819,-0.065976727,2999,-594,328.9978391,70500.44507,1326,28017554,101888182,6927333
11137,1,-4989,5141,1522.226684,2312942.982,1520.8362769999999,4.941961585,-0.621672852,10130,-3372,4039,1570.082527,1825434.111,1351.0862710000001,1.66855504,7411,-1168,427.3092411,136421.9219,2425,148299141,157770185,11685964
11138,1,-4020,5141,1086.547636,1162975.646,1078.413486,10.5200295,1.412211015,9161,-1245,2843,1248.40308,627224.9365,791.9753383,0.245149335,4088,-633,370.11237739999996,85006.29663,1464,75557489,99744656,8766923
11139,1,-5000,5171,1686.22196,2809338.835,1676.108241,3.3424351519999997,0.826491313,10171,-4127,4725,1683.512432,1961887.2969999998,1400.673872,2.318431834,8852,-1663,550.7931922,260452.9548,2771,181974048,181389703,19415881
11140,1,-4979,5161,1683.740061,2821676.413,1679.7846329999998,3.3618513439999997,1.138838503,10140,-2931,3558,1752.8527329999997,2078140.955,1441.575858,-0.13041572699999998,6489,-2742,803.6183212999999,605426.5273,4138,181438758,196639533,41331354
11141,1,-2373,4919,1152.284911,1269355.22,1126.656656,9.526951095,2.677873738,7292,-990,4127,1280.584376,552503.6084,743.3058646000001,4.186177696000001,5117,-1128,338.09738799999997,88197.30371000001,1860,84976673,104953366,7315830
11142,1,-20,333,120.31144479999999,3351.186523,57.88943361,3.035909456,1.129976345,353,950,1078,1001.7454449999999,616.8710937999999,24.83688978,0.490086095,128,138,274.3918844,2069.928711,218,926390,64223612,4818618
11143,1,-141,484,191.9138804,15941.65527,126.260268,0.484353045,0.604677205,625,715,1225,1001.9706359999999,10123.08496,100.6135426,0.810220178,510,-19,258.2736557,11627.05859,523,2357180,64252490,4269138
11144,1,-40,414,172.3555101,8102.015381,90.01119586,0.624220874,0.17240900899999997,454,852,1245,1014.87684,3489.413086,59.07125431,3.2036687460000004,393,79,231.3131333,3000.226318,247,1901211,65918400,3424369
11145,1,-787,1242,353.1250442,112778.7986,335.82554780000004,2.408914909,0.679955555,2029,137,1843,1058.935506,91436.56934,302.3848034,2.0337325859999997,1706,-326,285.09677630000004,28874.94702,900,7980627,71766042,5201931
11146,1,-191,1090,335.110686,74341.17358,272.6557786,0.669679731,1.137862197,1281,49,1441,1022.5308289999999,70814.17749,266.1093337,1.180204502,1392,-198,249.8863179,16238.32593,663,7187147,66916435,3996363
11147,1,-292,1323,352.7496235,71640.05443999999,267.656598,4.181198107,1.667448321,1615,-58,1627,1023.634227,77047.88965,277.5750163,3.4533325710000002,1685,-237,242.9769472,15297.99585,662,7963667,67060930,3778419
11148,1,-1363,3121,776.5266012999999,559716.5615,748.1420731000001,4.353345396,1.7893000719999999,4484,-362,2127,1097.003774,227396.7773,476.8613817,0.587797935,2489,-178,317.48321810000004,45408.913089999995,890,38591588,77018706,6450918
11149,1,-1595,3202,617.7905819,357548.0837,597.9532454,11.01221913,2.094303086,4797,-245,2039,1086.229869,171785.2009,414.4697829,1.4244034069999998,2284,-425,315.8956018,40573.850589999995,1207,24426573,75513301,6386562
11150,1,-161,595,253.51254280000003,28777.581789999997,169.63956430000002,-0.553869144,0.37819174899999997,756,617,1245,1004.0401199999999,26511.0,162.8219887,-0.780818872,628,-19,232.79527620000002,6157.329834,484,4113191,64518180,3468393
11151,1,-808,1959,429.5584215,167733.9961,409.5534106,10.06804903,2.734502935,2767,303,1598,1046.933827,54139.875,232.67976919999998,2.431766261,1295,-148,290.6519611,22570.90234,1148,11809308,70148508,5406628
11152,1,-262,636,231.5721405,33212.39063,182.2426696,0.104903181,0.687283443,898,549,1235,1012.905544,24445.80444,156.35154119999999,0.807629178,686,-19,235.24385619999998,7645.206787,365,3432042,65662569,3541739
11153,1,-20,313,144.58696559999998,4541.384521,67.38979538,0.186833608,0.626444081,333,901,1196,1008.1536570000001,2230.388428,47.22698834,2.600294716,295,128,249.11568599999998,1696.277344,208,1337945,65047923,3971752
11154,1,-40,383,150.76616830000003,7230.1875,85.03050923,1.29412873,1.284616487,423,823,1137,1010.9172970000001,4566.350586,67.57477774,1.104364072,314,108,240.76755519999998,1733.3396,218,1454748,65405042,3710017
11155,1,30,363,173.6641874,6356.545897999999,79.72794929,-0.277749542,0.835251828,333,823,1107,1000.845744,4471.519287,66.86941967,-0.662841628,284,69,222.35890890000002,1953.5407710000002,218,1930192,64108301,3164383
11156,1,-979,1414,389.7023704,137400.3584,370.6755433,2.885078358,0.975936815,2393,284,1392,1036.724017,70479.53809,265.47982609999997,0.584677855,1108,-207,296.6698238,25098.236080000002,1018,9719548,68786988,5632831
11157,1,-414,929,301.88944060000006,78286.88647,279.79793870000003,0.6795308259999999,0.938517426,1343,343,1843,1059.307844,72308.73804,268.90284130000003,1.2479758159999998,1500,-237,287.50154889999993,29389.94312,870,5832783,71816519,5290057
