,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,P_A_F,P_A_V,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V
10927,1,-5000,2242,1262.891245,1517462.539,1231.853294,5.8620882960000005,-2.306351069,7242,-470,2921,1142.4836300000002,321142.8428,566.6946644999999,1.9753947669999998,0.5018266379999999,3391,-1306,792.5348573,595745.2412,5939,18821208.03,11997761.93,102073235,83537206,40199136,2.992045441,2.74970264
10928,1,-4989,1232,1251.0105230000001,1496112.875,1223.15693,6.103738529,-2.4785366580000003,6221,-147,2627,1160.280839,314440.0771,560.7495672,0.519356834,0.160767605,2774,-1099,552.1840867000001,292610.5349,3930,30106331.27,10702273.39,100161749,86160104,19514065,2.655739504,2.754955877
10929,1,-5000,1434,1049.775735,1077663.835,1038.105888,10.37007831,-2.91645494,6434,-460,1833,1152.021511,303958.0928,551.3239454,-0.018943863000000002,-0.824124715,2293,-821,380.2624299,128410.9294,2028,25010045.33,12500603.85,70529862,84937828,9254369,3.02370867,2.680452462
10930,1,-5000,2484,1502.379384,2119943.022,1456.0024119999998,3.41805236,-1.838233859,7484,-774,4676,1334.060853,740879.6482,860.74366,4.120852898,1.111642831,5450,-2128,1171.705408,1292503.5929999999,6593,30707542.48,15095981.12,144457204,113901975,87865188,2.973216714,3.144310378
10931,1,-4989,3252,1205.7857199999999,1398230.5780000002,1182.468003,6.782366846,-1.789261617,8241,-431,2872,1205.688593,471139.3982,686.3959486,0.48864783799999995,0.093572134,3303,-1009,471.3963466,213055.4275,3088,9965808.168,17114056.32,93050829,93035839,14221729,3.055855372,2.7098535619999997
10932,1,-5000,1868,1356.66098,1688660.49,1299.484702,5.21984021,-2.240609342,6868,-254,2676,1165.035333,340077.4939,583.1616362000001,0.159495064,-0.137706298,2930,-920,433.59728939999997,168524.5564,1890,30414278.95,12737000.96,117793857,86867669,12032423,2.674305966,2.563099375
10933,1,-4939,1868,1300.479419,1630930.429,1277.078866,5.141548332,-2.20316222,6807,-480,3686,1269.3773019999999,644200.1501,802.620801,1.0233306999999998,0.238735033,4166,-1485,694.9719082,468029.4275,4405,33831342.67,19148402.35,108239790,103124399,30911101,2.97902816,2.7448357480000003
10934,1,-5000,2121,1112.565405,1132643.452,1064.2572300000002,5.43784532,-1.466711154,7121,-892,3254,1212.587606,512141.8474,715.6408647999999,1.48492613,0.08099972400000001,4146,-1950,577.4443155,317431.7803,4227,10851705.16,15675851.16,79219314,94103597,21340284,2.968270237,2.68046412
10935,1,-4989,2949,1211.245504,1403209.4119999998,1184.5714039999998,7.932611767999999,-2.0960152169999997,7938,-754,3529,1304.764873,606987.4844,779.0940151000001,0.657475325,0.060177981,4283,-1524,598.6232251,273058.3884,3009,38448739.01,22037365.95,93895403,108954328,22934385,3.103246359,2.349242942
10936,1,-4595,1363,1116.0575279999998,1208190.5159999998,1099.177199,6.569099742000001,-2.433308945,5958,-19,2000,1047.981274,196536.46,443.32432819999997,-0.07868354799999999,0.12217140300000001,2019,-1099,532.8712174,232429.8279,2356,28674209.18,7287152.602000001,79717402,70288944,18172911,2.654156136,2.973076032
10937,1,-5000,4363,1182.648749,1396621.7969999998,1181.787543,7.159796922999999,-1.113229239,9363,-470,4000,1223.153832,449480.3884,670.4329857999999,4.798567485,0.7771817870000001,4470,-4009,806.7108178999999,629739.2148,6474,24385575.66,13061853.03,89514116,95750739,41650070,3.197527234,3.068207304
10938,1,-4939,2020,1479.482764,1991955.188,1411.366426,2.784242117,-1.79455632,6959,-1137,4705,1344.651378,834627.6052,913.579556,3.9607073369999997,1.094502571,5842,-1792,993.2450683000001,923181.3025,5554,31030607.3,13975393.05,140087632,115717589,63138289,2.92592224,3.0997936810000004
10939,1,-4646,1272,1240.673595,1423394.554,1193.061002,5.413084655,-2.444083327,5918,-509,3911,1240.312612,578526.5459,760.6093254,3.395064661,1.135922554,4420,-1089,670.4721983,421035.3086,3197,23965833.68,13941993.13,98513342,98456024,28770110,2.409851909,2.70902536
10940,1,-4363,1555,1223.538503,1404478.406,1185.106918,3.475215669,-1.911125028,5918,-441,4450,1312.008658,733206.4648,856.2747601,4.788907991,1.391408467,4891,-1504,677.9136537,429328.9724,3424,32229584.58,14562523.0,95810974,110167470,29412283,2.7003856330000002,2.931234415
10941,1,-5000,2737,1431.6095779999998,1966408.914,1402.2870300000002,3.107638653,-1.1665059009999998,7737,-1519,3950,1376.5876859999998,994985.6836,997.489691,0.73011923,0.133201213,5469,-1891,915.5268633,811108.6211,6633,28613051.47,33358931.97,131168383,121279594,53644124,3.0183267860000003,2.446744936
10942,1,-4656,1848,1137.283805,1155344.15,1074.8693640000001,5.270794114,-1.780959538,6504,-686,4313,1273.8364789999998,681638.1211,825.6137845,3.487709011,0.876571375,4999,-1019,480.9766268999999,206517.4978,2306,15864936.17,14956732.22,82778525,103850200,14805665,2.887232646,2.918185769
10943,1,-4989,2090,1529.999724,2122430.554,1456.856394,2.880288562,-1.6384318709999999,7079,-960,2882,1279.739567,655745.2634,809.7809972,-0.340532578,-0.585217619,3842,-851,518.9355692,253731.5625,2761,56717744.16,21531061.4,149817546,104814935,17234824,2.709308514,2.5254389280000002
10944,1,-4969,1828,1355.598611,1668829.3280000002,1291.831772,3.376018725,-1.695182688,6797,-715,4490,1365.483311,783627.0642,885.2271258,2.762390798,0.85946408,5205,-1386,546.4903218,293150.2048,2960,35356617.24,16187787.6,117609446,119330859,19113707,2.73750014,2.9073978
10945,1,-4989,1121,1126.382609,1168486.3909999998,1080.96549,5.183704742,-2.05430113,6110,-1225,2941,1383.6967300000001,846978.7888,920.3145053999999,-0.302180957,-0.485862401,4166,-1207,674.950357,438799.8728,3523,26280185.95,25109951.52,81199218,122535465,29155711,2.812012534,2.280682124
10946,1,-4989,2010,1235.901695,1326328.78,1151.663484,6.247086779,-2.189165989,6999,-1352,4656,1485.2529880000002,1397719.249,1182.2517710000002,0.125731274,0.17279246,6008,-2930,856.0680829,730305.4678,4979,32702246.27,57030444.85,97756992,141182492,46902564,2.87996327,2.249303704
10947,1,-5000,1020,1143.298435,1135864.663,1065.769517,6.03262492,-2.311578544,6020,-1098,2539,1404.979988,955414.7419,977.4531917000002,-0.812134639,-0.673592015,3637,-1089,759.9730258,531990.0928,3593,17025857.93,39197939.17,83656404,126334001,36963776,3.062320715,2.32388431
10948,1,-5000,1373,1296.550574,1500325.41,1224.877712,6.971912098,-2.550394129,6373,-1460,2617,1332.420407,963346.0349,981.5019281,-0.842912425,-0.477541595,4077,-970,522.8393037,261081.5273,3118,12014270.63,26955933.03,107586777,113622025,17495100,3.0637312339999996,1.6376510919999998
10949,1,-989,272,420.29942819999997,58884.673579999995,242.66164419999998,0.355003921,0.35877409899999996,1261,235,1696,996.5501508,65050.917720000005,255.050814,1.330686726,-0.465464765,1461,-346,250.94256690000003,40905.9978,1029,2876649.265,6357188.647000001,11305703,63559181,4030219,2.2871867409999997,2.268702492
10950,1,-4272,1323,1019.5843980000001,992463.3438,996.2245447999999,5.465359011,-2.187101261,5595,-9,2225,1131.972394,187572.3506,433.09623710000005,0.7677349590000001,0.072020536,2234,-801,502.6696853,159422.9219,2593,36646293.0,8139785.031,66531350,82007136,16171316,2.7056457089999997,2.964388647
10951,1,-4989,2151,1253.960021,1492335.5780000002,1221.611877,3.1097644,-1.577151931,7140,-539,2117,1022.9588289999999,201740.1658,449.15494630000006,1.43377917,-0.346368684,2656,-1000,589.5874352000001,242110.1836,2603,36648252.1,5831114.221,100634607,66972465,22247254,2.908905675,2.841526058
10952,1,-1747,848,516.4767359,219210.5928,468.19930880000004,1.120912857,-0.334232539,2595,352,2598,1098.00619,118094.5068,343.64881319999995,5.304166802,1.3978814869999998,2246,-702,350.3690019,77362.80859,1702,5675294.277000001,6867373.18,17071886,77159526,7856540,2.669900207,2.794719585
10953,1,-3727,1222,1060.660466,1046127.413,1022.8037019999999,3.7420778180000003,-1.975936091,4949,-225,3500,1255.098129,357145.2148,597.6162772999999,6.184124102,1.6109592209999999,3725,-1188,710.1024794,427291.3037,4059,41519827.6,14280276.46,72000040,100817364,32271714,2.396664588,2.862838052
10954,1,-4232,949,1075.262882,1094833.4270000001,1046.342882,3.8280456810000003,-2.034170069,5181,-500,3725,1209.899189,421765.9861,649.4351285,7.2467948479999995,1.908606575,4225,-1099,592.6922684,299826.0381,2910,27032160.77,12898221.53,73996177,93686787,22482184,2.593986933,3.045460983
10955,1,-4202,1464,1015.494653,968799.6833,984.2762231,4.493345034,-1.927358872,5666,-794,2519,1122.301388,334116.4063,578.0280324,0.9491732159999999,-0.24889979199999998,3313,-891,493.3850392,192105.3103,2653,9450453.058,11548561.41,65998681,80611866,15579443,2.777264967,2.466505829
10956,1,-4959,1373,1119.541536,1213448.215,1101.5662550000002,7.83319652,-2.577971127,6332,-1058,2852,1293.6168949999999,706018.7439,840.2492153999999,-0.432772293,-0.269998752,3910,-910,649.5877779,367602.4443,2781,16441785.98,30729324.45,80215888,107100459,27005714,3.1067671860000003,2.387899154
10957,1,-5000,1616,1378.155119,1754721.469,1324.659001,4.088535915,-2.055598563,6616,-813,2186,1200.812642,609180.6836,780.5002778,-0.6873139890000001,-0.603034556,2999,-722,566.3652201,240927.9961,2890,20318585.18,21798652.85,121555938,92284864,20529252,2.986703042,2.540702414
10958,1,-4989,1414,1288.32402,1591657.781,1261.609203,5.931911682999999,-2.419808101,6403,-637,2078,1223.546542,497284.8787,705.184287,-0.89923809,-0.50972891,2715,-623,470.6968073,137663.7927,2028,24033152.4,19548995.06,106225842,95812233,14179551,2.8431936560000004,2.206790507
10959,1,-4414,1141,1270.107439,1491000.812,1221.065441,4.135412861,-2.1448252930000002,5555,-862,2372,1185.9336970000002,437721.4294,661.6051915,0.143470997,-0.2302074,3234,-663,520.9007973,186028.0095,1910,33238629.01,15608175.48,103243066,90012079,17365609,2.898455181,2.42621115
10960,1,-4989,1515,1181.355471,1255748.124,1120.6016789999999,4.462616924,-1.871093795,6504,-1058,2431,1271.545412,834238.699,913.3666837000001,-0.685422379,-0.642224992,3489,-861,836.5550638999999,613259.7021,3266,22030228.71,32010595.28,89318448,103476975,44788760,3.023174263,2.19105385
10961,1,-5000,989,1192.7450019999999,1282752.953,1132.586841,6.795469098,-2.439695676,5989,-1225,2313,1327.804814,934965.625,966.9362052000001,-0.7667759590000001,-0.567570613,3538,-1316,971.4931887,843755.3025,4375,18273294.58,40289294.28,91049001,112836200,60403137,3.092495454,2.2629692880000003
10962,1,-5000,1505,1185.535052,1297221.513,1138.956326,4.963296641,-2.092658802,6505,-1666,3872,1598.996829,1564307.929,1250.7229630000002,-0.738063551,-0.22385404600000003,5538,-1574,1016.833973,985695.5955,4564,22811977.29,67122443.95,89951575,163634615,66172885,2.951933103,2.179917658
10963,1,-3848,777,681.1787807,416398.7461,645.2896606,13.71878573,-3.004359426,4625,-186,2656,1203.452462,352186.9822,593.4534372,0.067664095,0.12071425599999999,2842,-1000,366.06633619999997,76104.17188,1831,7082665.62,16410346.65,29696290,92691061,8576292,3.094234587,2.476158201
10964,1,-4797,1565,1146.9512300000001,1193215.777,1092.344166,7.049393755,-2.526962274,6362,-1205,2470,1232.992245,537197.625,732.9376679,0.15016111,-0.392014649,3675,-762,459.5212012,140262.3513,2603,18837106.43,30014863.02,84191816,97297272,13514223,3.115903061,2.219717207
10965,1,-4181,1121,752.0733944,509215.5623,713.5934152000001,13.18389845,-2.964091208,5302,-490,2166,1145.156335,304245.3398,551.5843905,0.012777793,-0.640521896,2656,-801,634.1726771000001,337857.2693,2672,7632277.791,13581917.18,36199321,83928514,25739199,3.0196194239999996,2.356409732
10966,1,-3939,1101,899.5694717,741112.3904,860.8788477,5.947160944,-2.173418687,5040,-627,2019,1119.447171,381272.9063,617.4730003999999,-0.116915499,-0.633187441,2646,-891,569.6833138999999,259729.0564,3039,15157892.3,14472105.81,51790415,80202366,20770501,3.058611733,2.629197847
10967,1,-3929,1050,965.1692857,802086.7148,895.5929403999999,4.646338425,-2.029269708,4979,-1460,2362,1241.770189,520030.1658,721.131171,0.893649245,-0.879381959,3822,-1346,545.5815561000001,240291.4998,2771,22147262.83,19627558.89,59619312,98687565,19050191,2.808676122,2.267260099
10968,1,-4979,1686,1538.3879960000002,2209499.71,1486.438599,2.459679308,-1.702219619,6665,-843,2078,1158.900267,487164.6521,697.9718132999999,-0.541180232,-0.442671355,2921,-1594,550.5971049,219988.0193,2881,47615847.36,11566217.38,151464808,85955189,19402059,2.774792422,2.494270844
10969,1,-4666,1505,1360.967435,1653803.8730000001,1286.003061,2.654428735,-1.741092057,6171,-784,2441,1110.301296,308647.2461,555.5602992,1.005841618,-0.5298203020000001,3225,-475,453.9265325,136625.281,1960,20411331.56,13298857.98,118542871,78897214,13187155,2.945167545,2.419764786
10970,1,-4959,1707,1206.681516,1369257.976,1170.152971,6.180845426,-2.238091824,6666,-1313,2705,1245.459604,623920.9961,789.8866982999999,0.110457612,-0.697407562,4018,-811,563.0624827,237665.1013,3058,21488026.73,14773492.76,93189138,99274856,20290519,3.200454169,2.6152160230000003
10971,1,-5000,2121,1375.8818019999999,1742300.539,1319.962325,4.133477722,-1.9022396169999998,7121,-1411,2313,1256.8982839999999,619668.9021,787.1905119,0.529579596,-0.945348456,3724,-752,496.28990710000005,180150.2244,2286,30281056.6,27016831.44,121155247,101106771,15763435,3.1809718160000005,2.296846541
10972,1,-4989,1292,1069.25423,1003860.713,1001.9284970000001,7.475530252,-2.399740581,6281,-1500,2627,1299.473439,865301.8281,930.2160115,-0.424519916,-0.7156245590000001,4127,-900,738.7669837000001,482963.7656,3652,15763251.45,34059474.67,73171495,108072398,34929706,3.04478155,2.251455344
10973,1,-5000,2363,1399.694833,1789066.71,1337.559984,5.884444522000001,-2.2630496630000003,7363,-3735,4156,1479.016174,1384504.835,1176.649835,2.780854928,-0.8253484459999999,7891,-1425,535.8144356,242053.6794,3118,34700956.76,49307011.56,125385320,139999286,18374215,3.047211103,2.7386984169999997
10974,1,-4878,1626,1279.756019,1501337.5780000002,1225.290814,4.208827758,-2.069214811,6504,-1205,1950,1250.3279009999999,610591.3533,781.403451,0.103065451,-0.9990277870000001,3155,-445,445.31642539999996,129433.2773,2039,21962953.6,26032029.21,104817630,100052471,12691630,3.101342758,2.301597961
10975,1,-1373,1101,496.67970999999994,201660.5681,449.06632930000006,1.5967360730000002,0.294868932,2474,-333,2313,1157.210351,276980.113,526.2890014,1.355072162,-0.430649834,2646,-405,331.31633769999996,58347.86694,1256,4114985.6569999997,15229143.59,15788207,85704691,7025313,2.7397056839999996,2.496024453
10976,1,-2606,1050,788.8594417,576047.3398,758.9778257,2.742075972,-1.650788325,3656,-254,1980,1062.735827,132717.1943,364.3037117,2.02631752,-0.469861223,2234,-346,452.9699907,118212.1162,2147,13758180.36,8494412.251,39827150,72282076,13131636,2.4763741180000003,2.76027447
10977,1,-1818,979,551.8477059999999,267881.5916,517.5727887,2.600079036,-1.190332223,2797,156,2245,1116.455258,113245.5615,336.51977880000004,3.2385488110000002,0.8625943009999999,2089,-574,397.406121,80855.98438,1910,11265565.14,8463490.25,19490297,79774230,10107624,2.5589970980000003,3.078989173
10978,1,-2404,1161,665.5839307,391728.0273,625.8817998,3.77893571,-1.532253369,3565,450,1980,1026.180707,72761.20996000001,269.742859,1.984409829,0.661287937,1530,-128,336.92794110000006,37809.475589999995,939,14931805.35,3976428.872,28352126,67394998,7265308,2.2850828869999997,2.6526634330000003
10979,1,-3232,797,702.4785361,446101.8506,667.9085645,6.777375798,-2.357832278,4029,480,1901,1053.040642,56475.078129999994,237.6448571,2.646772478,0.829509618,1421,-267,382.25895180000003,55068.84375,1781,12568295.71,7111406.1620000005,31582470,70969254,9351802,2.914650102,2.7140335419999997
10980,1,-888,515,348.5982421,64884.17163,254.7237163,1.4692242,0.136449356,1403,637,1519,992.4951038999999,31311.178710000004,176.94965019999998,0.8174453859999999,0.666756982,882,-1613,507.2839904,172792.3982,3167,2174981.082,4913133.71,7777327,63042978,16469571,2.863355949,2.3454155930000002
10981,1,-616,606,233.0888377,35808.89746,189.23239009999998,4.142131836,1.267241181,1222,754,1617,1018.4979519999999,22628.12671,150.42648269999998,3.830193178,1.42121111,863,-1188,496.1848037,192657.738,2881,733312.2115,5647731.319,3477146,66389637,15756759,2.714928651,2.6505147719999997
10982,1,-2424,646,420.4541629,139863.6833,373.9835335,18.55346174,-3.5295535630000003,3070,676,1843,1014.806624,36166.17358,190.1740613,4.787865515,1.490686763,1167,-1673,498.37493729999994,191458.0564,3316,2371962.8880000003,4801302.344,11314029,65909279,15896165,3.1656762880000002,2.678615684
10983,1,-1030,464,278.58487260000004,56366.46875,237.4162352,2.235806974,-0.5857631729999999,1494,607,2088,1052.477954,48354.28125,219.89606919999997,8.035773843,2.146564627,1481,-465,388.461569,102164.9294,1732,1066601.842,5278019.924,4967010,70893430,9657753,3.047510392,3.0204961810000004
10984,1,-525,414,241.4668714,30843.5459,175.62330680000002,0.9716089809999999,0.105399221,939,549,1480,1033.426287,35936.12866,189.56826909999998,0.83930536,0.36365002700000004,931,-712,383.60634530000004,78975.72241,1533,1301662.396,6096032.99,3731600,68350073,9417845,2.491446658,1.8924444630000001
10985,1,-545,181,221.6436117,22122.15796,148.7351941,0.367419864,-0.11179994900000001,726,715,1294,996.6936198999999,13143.47827,114.6450098,0.885328662,-0.075695364,579,-326,359.94485249999997,61691.90601,1434,1217348.733,4775499.6110000005,3144057,63577483,8291859,2.508104758,2.509050602
10986,1,-828,232,251.04699509999998,23771.07813,154.17872140000003,3.665737062,-0.862546459,1060,803,1980,1009.903538,20530.05859,143.2831413,31.52288223,4.8624598269999995,1177,-544,356.03945530000004,52422.663089999995,1712,589451.6715,4747181.093,4033574,65273930,8112902,3.0930064460000004,3.2485603480000003
10987,1,-535,333,233.97679509999998,30443.253660000002,174.479952,0.6545917729999999,0.26602074,868,774,1323,990.4440055,11769.843509999999,108.48890959999999,1.0397324540000001,0.44239231,549,-663,443.0183405,92581.25,1861,552783.0652,3967815.863,3503689,62782677,12560976,2.7602732239999996,2.407332584
10988,1,-919,1454,417.18163389999995,169829.7224,412.10401889999997,4.9432617930000005,2.161222644,2373,813,1421,1022.864383,11676.49585,108.05783570000001,3.06973246,1.298751174,608,-326,318.5488581,40340.8125,1147,3892515.13,4853461.366,11138593,66960099,6494296,2.9086396060000004,2.936606644
10989,1,-1494,3111,537.3396853999999,275154.4053,524.5516231,21.34836973,3.2700738539999996,4605,441,1813,1029.689926,37761.18359,194.32237030000002,8.151797201,1.727747863,1372,-108,344.1215038,25022.51929,810,2974733.2,5138879.641,18478972,67856726,7578855,3.2944545560000003,3.095898978
10990,1,-3303,1121,739.2290853,503357.98799999995,709.4772638999999,8.296602354,-2.668130662,4424,98,1705,1034.270924,53022.24609,230.265599,4.074357259,-0.155731255,1607,-306,326.9644715,53089.015380000004,1395,6456173.324,4687898.964,34973417,68461846,6841969,2.9359777539999996,3.064021752
10991,1,-3767,898,856.0913995,698441.6443,835.728212,8.341801028999999,-2.775250909,4665,-186,2049,1065.3458210000001,103594.5273,321.8610373,3.3374972080000003,-0.230717614,2235,-247,342.14377,63578.57007,1850,17345567.76,6310446.442000001,46905119,72637550,7491991,2.932201707,3.050510468
10992,1,-4414,1242,1083.2347539999998,1111878.03,1054.4562720000001,5.551924229,-2.255372618,5656,-411,2980,1133.311064,247560.9063,497.5549279,6.279195389,1.332492053,3391,-594,429.38899180000004,115107.2461,2366,37243801.56,8478584.841,75097442,82201214,11799994,2.9238648210000004,3.0170507239999997
10993,1,-3585,1010,1003.366085,899138.9990000001,948.2294021,2.904162748,-1.7577556369999998,4595,166,2137,1041.657521,103805.3689,322.18840589999996,2.126111559,0.260146751,1971,-247,404.61113660000007,85021.15601,1544,28947025.51,6288305.927,64431584,69443225,10477451,2.733067435,2.728234985
10994,1,-3626,1141,955.2896648,838560.3398,915.7294032,5.255883852,-2.264519491,4767,-156,1588,1030.7025820000001,90829.56934,301.3794441,2.384950433,-0.905692177,1744,-396,378.46334039999994,74081.93652,1613,16912434.29,6435806.94,58405014,67990260,9167008,2.765889801,2.8584713689999997
10995,1,-2272,565,466.07327410000005,152668.6033,390.7282985,12.76027285,-3.1085716789999998,2837,401,1872,1019.2869519999999,35661.94897,188.8437157,7.209499584,0.843258436,1471,-188,296.40739489999993,22193.28125,900,6722397.598999999,5713288.535,13902355,66492537,5622870,2.823194893,2.8958521210000003
10996,1,-1545,242,360.97812000000005,80122.20288,283.0586563,8.660875265,-2.520416857,1787,382,1460,1023.1516949999999,32381.25562,179.9479247,3.467499645,-0.9312070459999999,1078,-653,369.9380016,89520.68359,1860,3333626.392,5455992.307999999,8339533,66997721,8758664,2.475339102,2.285522654
10997,1,-3737,848,770.1400441000001,514505.5469,717.2904202000001,9.623943102,-2.8776744560000003,4585,98,1931,1020.322919,70864.64038,266.2041329,3.724397853,0.35941784,1833,-227,352.1799744,38611.53882,1147,14090415.39,3905882.655,37959404,66627767,7937967,2.9000166810000003,2.911731942
10998,1,-2616,1000,520.3188025000001,253191.9648,503.18184069999995,8.948850247000001,-1.9447024569999998,3616,450,1803,1047.255401,76138.8125,275.9326231,0.231405693,0.428041076,1353,-485,327.87843119999997,33885.314210000004,1306,6594801.352999999,6924191.94,17326826,70191608,6880273,2.8005525430000002,1.978958138
10999,1,-3171,1070,776.8526545,503199.1775,709.3653343,4.314240058999999,-1.781280339,4241,127,2352,1165.448881,220382.2021,469.44882800000005,0.791996796,0.67817896,2225,19,467.5921534,46144.970460000004,1129,17099093.74,9491327.491,38624003,86929350,13993115,2.4522313319999998,1.878352059
11000,1,-898,414,224.1965864,31430.835689999996,177.2874381,5.313268048,-0.8166299459999999,1312,686,1362,1017.6751230000001,11645.15234,107.9127071,2.192782306,-0.511076696,676,-663,301.14279730000004,49217.48022,1474,566832.7102,4157239.1,3216903,66282410,5803967,3.101814684,2.624708546
11001,1,-3060,1050,697.1134232999999,432244.5771,657.4530988,7.62925908,-2.459119404,4110,470,1460,1019.514989,41472.249019999996,203.64736440000001,0.38292156200000005,-0.646090098,990,-930,365.68674689999995,89816.90405,1890,2401383.45,4725110.078,31101896,66522292,8558515,2.9206466910000004,2.8751584869999998
11002,1,-4111,1404,797.2137123,599062.7341,773.9914302999999,10.42554167,-2.670684292,5515,-254,2519,1130.935675,242436.9844,492.3789033,1.663426329,0.116406972,2773,-465,370.2721761,86694.21851,1395,7579192.632,9649118.115,40675181,81856992,8774495,2.982236143,2.800984624
11003,1,-4070,1080,1010.3186919999999,946291.6208,972.775216,6.193681142999999,-2.368330208,5150,-235,2284,1060.7497720000001,168247.5857,410.17994310000006,2.13933487,-0.06402261299999999,2519,-504,434.44472460000003,105311.5068,2197,31641857.96,5667068.842999999,65327607,72012165,12079502,2.81954253,2.798322476
11004,1,-3040,787,796.5441372,551610.5469,742.7048855,5.669786355,-2.2920050290000002,3827,117,1745,1020.1752449999999,79070.85059,281.1953957,2.292587967,-0.186901242,1628,-247,371.406133,53197.84741,1662,20762014.18,5044592.274,40606884,66608482,8828321,2.8170832310000002,2.9902891680000003
11005,1,-2171,767,512.6129601,209663.4041,457.8901659,5.999397129,-1.939293271,2938,303,1833,1014.937883,62334.84375,249.669469,2.395454717,0.8899288740000001,1530,-267,297.7552476,36816.58984,1158,7993089.634,5037341.844,16817411,65926330,5674124,2.603610165,2.520492052
11006,1,-3111,848,760.7076063999999,494104.1523,702.9254245,4.445171343,-1.8280141840000002,3959,284,2058,1026.206082,88805.60913,298.0026999,2.26486591,0.281876775,1774,-356,403.9180958,76704.64038,1930,12300558.14,5479041.052999999,37035268,67398331,10441589,3.026770255,2.9770875219999997
11007,1,-1606,535,426.38313539999996,143954.0916,379.4128247,2.592109379,-0.990289965,2141,529,1509,1033.051918,35479.94507,188.361209,1.422953711,0.593980761,980,-653,325.2891742,47105.271239999995,1464,6685763.49,6400879.772000001,11635365,68300561,6772035,2.508701291,2.290286093
11008,1,-1282,828,394.29898239999994,117847.8115,343.2896904,3.103803745,-0.988434015,2110,176,2107,1024.673317,89432.90234,299.0533436,3.849576074,-0.018877595,1931,-653,468.6924631,169832.0625,2603,915595.0533,4951800.683999999,9950188,67197146,14059048,2.565713502,2.913679263
11009,1,-3585,888,579.5361831,320970.5615,566.5426388,19.74385007,-3.624092485,4473,186,2205,1065.746042,137626.3037,370.98019320000003,1.4388355,0.304312945,2019,-980,519.020276,229275.7263,3267,3404789.5919999997,7319959.255,21495180,72692136,17240451,3.1935081860000003,2.81723115
11010,1,-1767,272,434.09971490000004,132199.4756,363.59245810000004,4.81244864,-2.111470727,2039,294,1705,1015.899348,32645.14624,180.6796785,6.381501786,0.025563664,1411,-356,330.4281787,34312.14063,1365,6100614.092,4712270.353999999,12060324,66051295,6987698,2.642235946,2.6716182330000002
11011,1,-2232,363,535.6553813,223469.9287,472.726061,6.167883795,-2.384097281,2595,529,1392,998.4895702,15117.19116,122.95198719999999,3.9617767460000004,0.06974367599999999,863,-128,281.67096269999996,23657.28027,712,3531270.091,3719870.327,18363308,63806811,5077666,2.544554167,2.789382497
11012,1,-2464,606,458.27758370000004,162125.7568,402.64842830000003,18.04228496,-3.83559774,3070,421,1235,1002.413166,11508.47559,107.2775633,11.12296336,-2.1903686319999998,814,-19,277.8854868,9620.34375,514,4084781.296,5014012.66,13441174,64309258,4942102,3.2127911119999997,3.138046226
11013,1,-3757,1171,772.1472496,507183.7344,712.1683329,8.616759334,-2.462973416,4928,107,1352,993.3234382999999,49455.69116,222.38635559999997,2.785172086,-1.4197667999999999,1245,-306,351.38660600000003,47356.90991,1246,7200035.737000001,4576788.472,38157528,63148253,7902243,2.698152435,2.660854118
11014,1,-3686,666,667.8268395,385430.5537,620.8305353999999,14.91442301,-3.3987610439999996,4352,-549,1794,1030.4125609999999,111642.9451,334.1301319,5.743216175,-1.35146569,2343,-584,437.54644400000006,123578.4998,2178,4989557.82,6412080.59,28543532,67952003,12252601,3.163967382,3.0073959739999996
11015,1,-1323,171,267.6009739,37892.14063,194.6590368,17.66619522,-3.560729635,1494,607,1529,1008.933595,16571.52734,128.7304445,7.677744432999999,1.4897702769999999,922,-108,276.4313602,14561.05249,662,1500468.195,4920446.101,4583058,65148608,4890515,2.765082374,2.900250046
11016,1,-1313,121,281.33768080000004,43423.984130000004,208.38422240000003,15.56495482,-3.639394518,1434,549,1352,1005.2293119999999,13608.52734,116.6555929,3.863415805,-0.127757885,803,-29,255.46764720000002,10887.30859,474,1547124.6940000001,4563327.208000001,5065657,64671102,4176878,3.075747919,2.720053281
11017,1,-3343,1171,681.6891588999999,410432.9509,640.6504123999999,8.882812987000001,-2.3638268890000003,4514,196,2313,1129.636847,104070.1787,322.59909910000005,3.427720505,1.0955865120000001,2117,-108,312.1415694,17157.53296,771,11034309.24,6009945.786,29740807,81669082,6235671,3.0941262419999997,3.0950547680000002
11018,1,-1727,353,378.8834955,95830.9353,309.5657205,8.55359055,-2.2059065980000003,2080,578,1500,994.9728403999999,22299.114990000002,149.328882,1.910721474,-0.102745771,922,-891,399.53091639999997,117644.7849,1692,1677796.711,4207119.929,9187373,63358141,10215997,2.9760483669999998,2.784985463
11019,1,-757,636,284.70582410000003,59977.99609,244.9040549,2.293564461,0.820663574,1393,529,1558,1022.042983,34389.82202,185.4449299,1.727659815,-0.708570195,1029,-1445,472.3059952,161886.2927,2504,485611.9106,5247035.442,5187674,66852599,14276669,3.045660583,3.005242422
