,0,Variance_A_F,STD_T_L,FI_A_F,FI_A_V,FI_A_L,EN_A_F,EN_A_V,EN_A_L
10647,0,151.7773438,17.48503127,0.18673847,0.19971103899999998,0.21520711899999997,6530076,62135362,858667
6843,0,172249.9961,63.78857404,1.334055116,0.19675936,1.3922929569999998,13515662,65655896,9395069
24,0,614.5849609,23.80712189,0.92418586,0.20274581600000002,0.24326805199999998,517160,61960583,7127989
5545,0,112.109375,12.74125581,0.19372940600000002,0.207364292,0.194448363,28235144,22604656,18067144
7883,0,1811.264648,14.34725584,0.18934764199999998,0.204616155,0.182402643,1540960,67249916,812177
3761,0,93.33496094,12.41282099,0.240399876,0.20030227399999997,0.187260752,332300,63295186,6061844
2601,0,95.99609375,12.1563705,0.197167608,0.203678162,0.21672233300000002,14027424,44338016,11580391
5743,0,43137.57397,106.70050520000001,9.512978168,0.558734077,1.27918964,3042633,74228408,6237354
5550,0,63.96484375,9.860303542,0.196253735,0.19850220899999999,0.196771284,28152424,22562341,18190904
7751,0,78617.87866,45.00681101,0.555816999,0.06252883599999999,0.858737031,7243085,74542215,5419364
6435,0,121.06933590000001,11.1586132,0.21508828300000002,0.202346716,0.188246957,1422064,61002800,6826924
7520,0,219314.1208,64.53254198,0.384878335,0.40831157,1.793445615,17967897,83212156,7823282
9620,0,361008.8357,62.07769042,1.801907374,0.21422269,1.69965288,24345283,86114302,6322259
5126,0,7960.728270999999,75.99732083,0.388219524,0.10533409099999999,1.808108056,2674431,65394266,5065391
4571,0,7413.881836,83.56387901,0.5393230929999999,0.221889033,0.446247135,1041874,66070344,3468972
5105,0,1002722.9940000001,171.9126663,1.112304253,0.330412577,1.307291865,66446451,121626365,14113307
8571,0,212077.7048,105.40140790000001,0.38198575700000004,0.35282653799999997,2.056369545,19301217,100634015,3705589
7111,0,85.9375,10.55893986,0.190616012,0.197315756,0.23489545399999998,3487456,62565305,3484616
2883,0,48791.40234,68.68914743,1.195138017,0.29090746300000003,1.019050373,4729206,64251715,6372212
4208,0,85.05859375,11.99670365,0.194170056,0.197541508,0.202024125,7909976,52243032,9705854
2546,0,175.2148438,13.86116286,0.20079061199999998,0.20527390899999998,0.22731950899999998,24637620,31713355,13106182
7334,0,17883.25562,92.67032329,1.672960384,0.318602797,2.007187929,1474435,69205789,3270163
3460,0,115.625,12.93356485,0.55513826,0.196141285,0.208871335,97400,64181762,5597563
1588,0,186215.0623,101.3184182,4.580534072,0.911102225,1.823174824,20006811,72435197,4399616
10502,0,396175.8398,82.96561170000001,3.1338945419999997,0.399048804,1.8935293519999998,28876506,102378151,11793135
7013,0,31768.57715,84.25194151,0.8399695220000001,0.322130227,0.828234673,3625202,62053692,12028818
7070,0,57.20214844,11.23679781,0.22390611,0.195541987,0.224728814,3471636,62552100,3448096
7539,0,142487.7959,48.5222419,0.333345353,0.19829188,1.862863991,12237092,81436370,6643857
8364,0,95.99609375,11.17435506,0.229272105,0.196036853,0.19698258300000002,1857104,67824580,1234810
4369,0,410258.2256,133.90324070000003,4.060068134,0.9347335659999999,2.376019733,26711814,106520224,9246334
5342,0,74.90234375,12.68365089,0.38567252799999996,0.2005761,0.19883780199999998,108800,49226453,20692364
5543,0,98.4375,12.37341175,0.20724346300000002,0.19856811300000002,0.187290602,28500544,22651536,17993673
8143,0,273011.7361,82.24529218,1.320980509,0.229109156,1.047845317,19573439,74844509,15929310
2087,0,65.40234375,10.71360117,0.198407535,0.20197569199999998,0.208368232,30612742,36345424,2110221
1432,0,335268.1162,139.32591269999998,2.893228855,0.17128555899999998,3.354727903,28946960,90554478,12300910
2411,0,198.4375,15.71971294,0.18638554899999998,0.20120195800000001,0.207939135,1307744,65083423,3101336
10691,0,430336.9998,77.16742527,1.053343838,0.618535784,1.694871692,32329459,86886123,12759184
379,0,23836.14819,83.22200637,2.616056764,0.227918179,1.4620571530000002,4130913,61267004,11789455
5245,0,68.359375,11.5165366,0.241518942,0.20292529199999998,0.20188379399999998,1071464,55712460,13118600
9532,0,418230.3865,84.75557112,0.443826924,1.16331179,1.5347251709999998,29413467,93171477,17986763
5950,0,322259.6169,98.71247309,2.246989653,0.320084457,1.4092678619999999,23480293,84150985,13137296
9228,0,57042.25952000001,51.39977163,0.28707823600000004,0.286975105,0.40892534700000005,6694421,64069114,7114712
2269,0,494094.1865,140.6511503,0.5205581979999999,0.525247557,0.08294119400000001,38506092,110392889,8484806
1308,0,76.02124023,14.36568142,0.211250215,0.188920699,0.248518477,3311353,46679256,20170082
4996,0,60.05859375,16.45721251,0.270856332,0.203028029,0.16584507199999998,75400,67485903,2001961
6548,0,474304.4783,87.24346182,2.09116833,0.428872491,5.836685672000001,31699637,89354691,16121471
6068,0,162581.1892,98.38095102,0.931571831,1.126427753,1.8755434309999999,12846993,66416472,13270619
3193,0,46.484375,11.97131989,0.315038875,0.200813265,0.187525888,108600,56384789,13564800
6538,0,366229.7256,86.48132334,0.868759031,0.442814516,1.545291721,26028388,89864636,10873904
7650,0,118033.9861,64.42647934,3.9434725680000002,0.38955303399999996,3.576416801,8312163,69862368,4032344
4709,0,78.29589844,55.54783095,0.23241559,0.18541621100000003,0.209513805,289900,49020153,20370337
6730,0,65.79589844,8.903069608,0.24947239,0.201920116,0.1580116,289100,66008636,3192801
250,0,50545.661869999996,87.61686392,1.056416283,0.211893713,0.533440016,4539943,72521087,11729375
9937,0,112.40234380000001,12.61462097,0.191604907,0.199720658,0.235772885,6491856,61803700,1273176
1537,0,893.8271483999999,24.40278865,0.206141102,0.215459987,0.420400781,1210144,67519022,328467
891,0,187035.0156,139.3888437,1.8495507130000002,0.6188865729999999,1.7180805730000002,16920866,64043300,14141596
5645,0,181.8688965,11.78183022,0.23634923800000002,0.19958578800000001,0.20350152100000002,621015,66447503,2698891
834,0,417193.658,137.9196924,2.985296303,0.366098981,4.3451071919999995,37900293,76098108,31418525
6971,0,217380.4023,93.79646765,1.0167079940000001,0.31080202100000004,1.636461942,15056176,84300956,9465569
2182,0,1137851.748,179.69966259999998,0.7704704490000001,0.516452102,1.04709025,79684947,127209932,17959079
8916,0,249017.9236,62.29926945,2.15157628,1.0778171859999999,1.133003701,18544161,64492104,7663168
8154,0,7384.697020999999,59.48760498,0.506291801,0.197606704,1.163467275,1150567,66950373,2602156
1571,0,1933307.22,230.9120414,9.618424244,2.926148215,16.84644807,127407989,90932208,23555857
2816,0,566814.4023,129.75398049999998,2.10967559,0.9626688729999999,1.125038083,43206178,69457745,13414689
5922,0,87882.84277,85.79588331,14.50663693,0.205300885,0.825188686,7113512,68806147,8523473
4157,0,1827.4665530000002,46.08411976,0.847420458,0.124016591,0.29068962800000003,2536927,49557917,16612453
1444,0,673337.5537,144.4723351,0.271062953,0.8011656659999999,1.320932388,54822516,87124166,19702180
9920,0,75.56225586,10.77176893,0.19183565,0.203306834,0.210931893,6457071,61904000,1301896
7537,0,93927.5896,71.79155482,0.959007505,0.157843159,13.03751206,7078713,78281279,4201717
7733,0,65.99121094,12.73651247,0.14573675,0.199835472,0.25290908,308100,68182624,800808
1681,0,709443.6658,144.0499825,5.993758044,0.267946885,2.1209993369999998,56272131,71428832,6818941
2099,0,145451.2334,70.44793727,0.31686931100000004,0.22150372399999999,0.135034177,9716242,69667372,4802086
8615,0,29091.59277,68.28444644,1.643613796,0.20155632199999998,0.8752025840000001,2266676,67678574,4838910
1088,0,182.39746090000003,18.80994973,2.009514373,0.199290456,0.274736348,14300,61688900,7818431
9071,0,161185.3416,57.08359541,1.055427754,0.241097719,0.5318478,14047037,64520329,8020145
10055,0,209.92871090000003,13.5062829,0.19132305100000002,0.201989461,0.266931323,731268,67319464,1578656
3392,0,818158.4197,94.37685739,2.447275079,0.9114790290000001,1.5422067309999998,54722587,86409812,7860123
5227,0,18329.13062,57.33091435,4.639066097,0.276399136,0.668896201,1175215,73473877,3252563
8893,0,112561.5701,56.11396746,0.492031028,0.36840130600000004,0.396297091,10480493,65012348,7356030
4795,0,92.87109375,34.52303352,0.23042134600000003,0.194559625,0.24349362,1261464,65114728,3242496
7669,0,138276.0115,54.72370007,0.493620805,0.307582913,1.271578463,11601531,77623243,5127744
10098,0,261230.3259,54.58142391,4.332147288,0.54152865,0.278268516,17903301,79908222,13854775
3947,0,158281.7813,61.28898632,4.105598356000001,0.273336272,0.544845742,12520150,63557915,2820262
9263,0,44642.189210000004,29.36595605,0.869842553,0.408491396,0.41269443,6626037,62906963,6341795
6831,0,34398.4021,51.99483288,0.459592613,0.236685686,0.45264351,2303179,66407439,4144798
392,0,453846.2188,97.30408878,10.61110513,1.6811336780000001,1.417857177,36564722,80692712,37858318
140,0,1048329.802,129.0383263,0.980544052,0.528634068,1.626526125,72689289,78342219,13490912
6639,0,294.53686519999997,12.9550662,0.34314605,0.199606061,0.196412489,218101,63292567,6287074
10355,0,13718.939209999999,145.08498319999998,0.189089127,0.230967875,0.509048553,9750219,52090703,9175856
335,0,523349.9236,125.9291716,2.442636015,0.421750776,0.35817513100000004,38662629,76953535,8148921
8697,0,8809.358398,39.31478531,0.148913979,0.194389648,0.6599897579999999,1429164,67231683,609495
520,0,74.73339844,14.46236191,0.19396739699999999,0.199883045,0.216182464,6084706,44807316,19124584
1113,0,98.99902344,13.45862257,1.8373292319999999,0.197325737,0.16163181,9500,61765300,8141724
9471,0,314067.9287,77.90047111,0.686775465,0.23151847399999997,1.3267480790000001,22893424,98033850,10282626
5002,0,6025.109131,42.52384441,0.6505842629999999,0.18078364600000002,0.525923253,1038673,65796855,3516294
6039,0,131.41308590000003,11.77365264,0.21557220100000002,0.198632854,0.19775084199999998,437108,65832094,2901581
6652,0,103.7021484,9.372499667,0.15227480599999998,0.20778827100000002,0.207679946,539902,63751957,5343959
4338,0,32096.050539999997,50.15458282,1.157086178,0.20451232800000002,0.512154855,2509941,65066345,4392512
7664,0,246500.0156,66.62109913,1.6364371919999998,0.14753050199999998,0.849318355,17499970,69641343,3449057
1613,0,695109.9131,154.69999950000002,2.596902827,0.448406897,1.292272003,52208486,62121966,16727490
7396,0,211481.4099,87.9771907,0.78885784,0.174173926,2.058497187,16692095,85295702,5592011
1814,0,1642193.029,215.6205344,1.5301833569999999,0.600405258,1.741890654,117019247,158497630,20733035
5965,0,379531.3711,87.81654656,0.89513978,0.479648662,2.87768198,27336778,85142114,12202385
8774,0,43.359375,11.26837692,0.201242268,0.19773039,0.205934885,1943224,63684051,3645176
2124,0,1242256.142,157.51157880000002,0.53253223,0.8025576999999999,0.9994029440000001,89684481,148267179,22933991
4933,0,106540.1599,95.43956182,1.540544254,0.22184076600000002,1.5004713269999999,7738491,75395014,4007274
10607,0,87.40234375,11.19147101,0.254645904,0.19608881399999997,0.197357189,201400,66444202,2948186
588,0,2527.850586,24.57988809,0.990045565,0.211615291,0.18800116,1005884,61022027,7888966
10116,0,580498.0076,74.64959812,0.898133236,0.143988203,2.139336016,42807351,101832279,12040325
723,0,441041.0955,139.03029030000002,1.1893944090000002,0.9663445829999999,3.791069493,36051937,74917287,14748796
6859,0,942656.9158,88.61442109,0.761448947,0.291374313,0.638335023,70668679,78911210,26576642
7992,0,72885.83568999999,45.37775474,0.451551242,0.216264495,2.289469472,6370003,74545281,3230333
2534,0,69.43359375,9.188987975,0.202769872,0.201026381,0.216046622,24561424,31973443,12841800
4906,0,491520.61299999995,179.6079906,0.503877728,0.253594313,3.6462231519999997,32704729,106638843,9012261
4010,0,79.58984375,11.21731363,0.384246924,0.202043862,0.20893409300000002,24000,50171601,19728484
7760,0,113344.156,69.08112729999999,0.636540796,0.456032761,2.4603846259999997,9503651,80683669,4163075
10433,0,114.23339840000001,12.09151909,0.43117647200000003,0.1988961,0.23184741600000003,224700,67955427,1601836
4072,0,126.7634277,28.25214317,0.205577758,0.19805725300000002,0.218998936,11949457,53671626,4343376
6647,0,99.74609375,12.57872669,0.222031463,0.20204877100000002,0.20091206,794040,64071077,4923057
1600,0,1291986.281,178.32036440000002,5.501243079,0.9394034509999999,1.786883772,88285078,90872127,10317487
6043,0,87.31811523,10.19324991,0.18149765,0.19927204899999998,0.218208933,617699,65648374,2910401
295,0,7052.827148,26.265058000000003,0.9514647820000001,0.190543089,0.242139107,3770154,60983984,5254237
6682,0,134.79589840000003,9.08691485,0.285358035,0.191979473,0.20903302199999999,731552,64485111,4126496
2050,0,1112246.96,103.2742433,0.463213792,0.449918308,17.64579641,84515432,103926189,17376117
1184,0,978685.1638,208.57222030000003,0.69532274,0.274012698,1.154104268,71479783,86101386,24234628
5566,0,76.73339844,12.0875711,0.199466316,0.197278213,0.201840396,28246164,22444161,18256184
10362,0,65.79589844,12.73340679,0.208714612,0.200314025,0.20948501,347900,56900003,12599800
10153,0,592179.2148,70.99988996,0.443194916,0.271641352,1.326826267,42286400,104863285,10574883
4471,0,15406.499759999999,48.92821741,1.473909978,0.669007256,0.624944629,1839561,66154558,3652455
2867,0,398418.9336,83.63956688,0.419448792,0.33703411,0.7563153690000001,30694932,87261555,10093259
8863,0,523.5615234,14.37608692,1.029412928,0.212640738,0.196227487,291826,62851115,7072837
9507,0,4756.592772999999,25.16055864,0.353170699,0.209269893,0.27460292,542810,66771903,2271700
7968,0,27208.51563,45.08463991,2.7405427430000002,0.200807985,0.806509815,2668714,74471847,3220048
7620,0,32211.4375,67.91929954,0.7131385659999999,0.239206835,1.949765859,2388716,67735488,7699039
4386,0,214.03808590000003,12.4478502,0.213082335,0.20158717899999998,0.180525102,174700,67304182,1934636
3544,0,101.3427734,14.3172413,0.252297369,0.20220038199999998,0.21210966,1888184,52275486,15916472
3643,0,42.55371094,13.132577800000002,0.223259332,0.20807897399999997,0.205913645,1001224,53577527,15429243
9350,0,56210.10327000001,45.18225895,1.1904856209999999,0.21727896600000002,0.829715781,6839697,61701218,7876861
8510,0,5347.616211,44.85208982,0.42070592,0.198767445,0.18119733100000002,794840,67513045,1667789
7715,0,151712.8115,50.81219009,2.051900581,0.18493842600000002,1.5750991159999999,11277750,75333722,4929285
9594,0,58.984375,14.32218559,0.22329668600000002,0.20353614399999997,0.17953554800000002,3356336,65221486,556274
4130,0,7256.842773,59.58280863,1.920568803,0.219114798,0.300581346,977452,63657390,8679392
5542,0,86.62109375,12.98683791,0.201299975,0.20143196300000002,0.20757915899999999,28313264,22867536,17898064
9837,0,65.625,11.08067011,0.19142889,0.20479982800000002,0.22205427600000002,6578296,61414700,1202356
276,0,646277.3806,137.2703195,1.691355577,0.11598529,6.156814392999999,50352005,75962631,20320248
8925,0,197983.8416,56.21721267,2.59818122,0.36421058,0.9506671170000001,16979185,63313505,7601548
8945,0,88606.12402,48.19258394,5.454652069,0.223033475,0.223731138,7709262,62262355,6671562
4645,0,100.0,15.11298593,0.830275311,0.197642674,0.206195706,12800,47102850,23302396
8469,0,164379.46,70.42105509,0.382468621,0.113174515,0.968122685,13440112,77888424,3415027
5212,0,107.11621090000001,13.70296465,0.23553812300000002,0.20242781199999998,0.208137778,713716,67137143,1451896
7532,0,21426.320069999998,55.25055677,3.9734930289999997,0.23373497699999998,0.509800051,1532989,66267699,2416946
6915,0,351561.9209,68.71925271,1.110349783,0.583969969,2.5555575,30240878,76098518,17791129
8579,0,108.984375,13.178721900000001,0.18645848899999998,0.200069247,0.20733027899999998,1033144,66495758,1682796
2266,0,774081.7185,166.29229890000002,0.659704032,0.7491851159999999,0.28734324899999997,52166035,118999722,10161563
3718,0,641864.9822,73.28550761,4.604101602,1.094007983,0.35662961299999996,42863253,83569423,6587835
10644,0,140.234375,31.94510902,0.18790167800000002,0.202495225,0.292614879,7899456,60846400,672127
5842,0,86.09375,10.45708305,0.205756527,0.195551327,0.230526918,568010,65947816,2912561
3484,0,203.0273438,14.26444409,0.911414616,0.201988521,0.221264708,37800,62945862,7044557
5141,0,30.73339844,37.53955921,0.199078879,0.20037608,0.19984028399999998,2150390,66396064,596470
590,0,2075.103271,29.36478795,1.050262347,0.19603418,0.222575578,1182663,60851410,7710778
6290,0,168828.71,88.77964816,0.988522618,0.36339515200000005,2.382767636,11860280,69830251,16597053
3658,0,64.62402344,12.77555649,0.221079269,0.20304627600000003,0.193831662,895744,56031581,13347600
1225,0,134.015625,12.98763685,0.20450408399999997,0.197517684,0.226187334,6343866,51061856,13084600
4026,0,83.95996094,12.52107598,1.3564083219999998,0.198417016,0.207135971,27500,50329238,19919744
9710,0,116.88183590000001,11.12429773,0.17712371600000001,0.200484435,0.20350461399999997,5715996,62768981,1060493
7920,0,158.3710938,21.11945193,0.264570133,0.19666461,0.24181469,655748,66992184,1510496
10709,0,72530.08568999999,59.79422518,0.405033871,0.235245693,1.941616119,6552195,68268660,5802613
8704,0,41.57714844,11.49404355,0.219226545,0.207530358,0.21337100899999997,3424236,63224572,3008246
5369,0,103.2958984,89.62837773,0.260213569,0.19816551899999998,0.20621540800000002,77500,46838998,22938265
5712,0,772732.9236,299.2037998,5.2877258000000005,1.628168187,2.002784425,51130961,96695027,13278520
9396,0,113512.3162,45.00249288,11.87726157,0.411807324,3.363903014,7417767,80726698,13501591
4609,0,295740.1912,74.07153821,2.5335194,2.379670944,1.1699997629999999,20308291,77455241,8463111
3142,0,1047850.5970000001,106.19351440000001,36.01465852,0.85488131,1.026370093,67063519,82165899,11381936
3339,0,74.609375,14.68630314,0.45589884,0.20162198399999998,0.211663433,194000,56210076,13568400
6752,0,133665.7656,89.84726488,3.42531182,0.175548923,0.81199269,11502698,76769204,9403683
4555,0,90.52734375,13.30302443,0.20116970899999997,0.20102985899999998,0.218053352,14709184,53432547,739450
5854,0,96.57202148,10.63009988,0.18549074699999998,0.20074712100000003,0.184430868,751597,65774852,3055406
151,0,696485.6709,155.226302,1.484146582,0.41235893700000004,1.087697039,51855636,84399256,26519258
9573,0,721822.1523,81.64425829,1.092394825,0.262013055,1.715687639,49595110,95257369,9443129
3024,0,104.6875,12.08175277,1.841300949,0.202323215,0.21855684600000003,23600,61706400,8084604
6929,0,92.87109375,11.69731373,0.35416765,0.19754669,0.213809453,172000,63830298,5525993
9053,0,60059.90234,48.85611198,1.3123979,0.245093322,0.459521047,6167934,61459496,6894994
5463,0,57.59277344,12.20207462,0.205448538,0.20428679,0.192673848,25046204,22178841,21976641
5675,0,378771.8398,161.5223929,2.687533328,0.680889167,2.247635498,26962248,103652869,7472938
516,0,101.6540527,16.10748049,0.19518934,0.20609784899999997,0.221105921,6059951,44553551,19410664
3487,0,82.78808594,12.61385647,1.8527907719999999,0.20189455399999998,0.20528964600000002,11500,62921505,6807664
6148,0,115.01464840000001,11.84188434,1.6507238530000001,0.20225693399999997,0.181263311,9500,66433878,2871346
7860,0,0.0,11.38477216,0.199628528,0.199628568,0.19962853100000003,160000,65157184,4227136
2787,0,89043.96777,104.7291603,8.22529515,0.566599698,0.666027138,7737284,67305912,7748484
4917,0,366953.1716,189.5662813,0.7527697309999999,0.493755313,1.261354273,24453505,104768021,8232195
2289,0,686695.9412,103.2696665,1.177754795,0.45646385700000003,2.15301794,48345425,101938322,15364527
2468,0,62.86621094,11.14254235,0.211501196,0.200234949,0.19227476100000002,17570600,37489651,14664162
3205,0,66.38183594,16.63474808,0.299045868,0.20432227100000003,0.200866061,120700,56608268,13559200
6276,0,466.5771484,15.09472047,0.6977694959999999,0.199504552,0.19059961600000003,194900,65401447,4147383
5089,0,479957.6875,152.9819158,0.382549728,0.272394203,0.9035935629999999,32133392,118797819,11601537
7286,0,0.0,12.08384405,0.19962854300000002,0.19962852399999997,0.19962851,16321600,45481536,9535744
8206,0,320270.0544,67.95361901,1.2759400909999998,0.254365505,1.217358628,23245833,71360107,18372787
3342,0,84.15527344,11.84663553,0.21089174600000002,0.203302333,0.190653606,202300,56314392,13679000
1609,0,70865.20313,74.50549050000001,3.066538898,0.255543568,0.8735466620000001,9415054,64601488,2825960
8327,0,82.78808594,11.47635775,0.215832503,0.202680993,0.19982108399999998,320300,67811067,1492536
9086,0,879.282959,19.86005113,10.75356787,0.187404772,0.24243738199999998,147101,64490388,5179933
5237,0,74.12109375,12.41848421,0.175905158,0.202010088,0.198922302,1005744,56443030,12564600
6220,0,6893.816162,36.97348805,5.755260757,0.20942025600000003,0.18821461899999997,902415,65342693,3211919
6830,0,44341.94116,60.02366070000001,0.210342277,0.255873474,0.2898323,2930833,66808013,4118477
10114,0,848889.9531,60.95031716,1.0184664890000001,0.157677025,2.589060516,59441078,74584804,12970561
751,0,1004726.679,129.2090988,1.025359248,0.192059161,5.707416404,72463528,96118580,28874172
1237,0,1107001.757,210.1115537,4.31803033,2.2652671580000003,1.098700024,76717830,81012761,13436711
6023,0,7941.983398,43.9098614,0.182009055,0.295212627,0.7881391459999999,1403676,64200033,4849682
7905,0,68016.02124,70.45381459,7.2886607,0.25370849,2.538865313,5577091,68046283,1867573
7914,0,77.24609375,10.59120314,0.198131572,0.198482025,0.265213322,956544,67236944,993736
1330,0,452.08959960000004,21.16591244,0.224794866,0.211788289,0.19619320899999998,2541555,50045630,17589152
6833,0,15400.01147,59.07765803,2.8454007519999998,0.21051207600000002,1.0089055390000001,1190923,64576902,5176247
5985,0,319960.21,112.8325251,3.364183016,0.34664840399999997,5.313965965,23591796,84856136,12932185
7116,0,76.5625,10.99750282,0.21161286399999998,0.194974645,0.209700802,3412616,62550462,3492056
908,0,37001.93359,178.5509272,0.827071401,0.277610845,0.948195395,2418076,67599936,1793503
4174,0,88.84277344,13.10533311,0.18725827,0.200106356,0.20308363,6702136,52823785,10505300
2929,0,62.109375,39.87267026,0.196653332,0.195166373,0.191871719,3810376,47835056,18405104
5305,0,84782.5564,47.54399433,2.42581391,0.5660226970000001,1.0892682809999998,6249413,67416761,2342916
3555,0,65.01464844,11.44679225,0.203052877,0.206541903,0.19736849399999998,1751184,52361117,16091516
6461,0,96.45996094,10.57266523,0.248935021,0.19427556699999998,0.186592122,1438384,61372881,6718557
1126,0,93.359375,12.07584066,1.43180878,0.208539909,0.180495273,8000,61647500,8293584
8359,0,45006.501710000004,79.70428132,0.867731349,0.48588646700000004,0.386321331,4759029,70584856,12032708
406,0,632392.5505,112.15653190000002,5.069999531000001,0.201850922,1.573176556,49263607,83077659,17547590
1900,0,848918.3943,189.7263835,1.507874746,0.15877845599999998,0.515470798,59255293,126870842,16100228
2599,0,3876.3786619999996,64.29185886,0.236177224,0.23918288,0.36304515600000004,9253339,52374297,10270273
37,0,328.07006839999997,22.71492402,0.393741849,0.20215993100000001,0.179650218,368949,62230927,7380957
5162,0,1003167.09,133.0861803,5.181840454,1.190995209,1.002985285,65711906,92206089,34828154
4221,0,103.125,10.21190281,0.21980159,0.19620227399999998,0.20748899999999998,7981576,52259169,9651534
6291,0,411379.9802,80.92316475,1.700773036,0.19256641600000002,9.306855008,29674017,78924923,13990535
7379,0,71948.15015,56.43123365,0.946761865,0.496372651,3.0482097739999996,6401957,82087531,5498251
5706,0,344707.9209,152.835248,0.792706683,0.197344546,2.848893217,24525422,102633985,9852622
1495,0,457308.7178,121.9280564,0.982175208,0.948367263,7.239413252,37772272,72855404,13563787
9822,0,120.454834,11.02659029,0.20550794600000002,0.20002631,0.283936975,6445981,61705600,1165636
2830,0,17332.23804,49.55685458,1.705649921,0.20295163600000002,0.389387404,3508277,64025871,3534518
8003,0,16487.45996,61.03001791,2.399999373,0.22455904899999998,0.22050455600000002,2685288,64645204,2847148
7965,0,57037.31152,56.15428488,5.735566104,0.25499503,0.541832386,3921048,74458017,3137064
6333,0,74.90234375,9.949678073,0.213368248,0.19620605800000002,0.219129422,1374864,61766300,6645764
5737,0,347948.283,108.718924,1.095690654,0.093760008,2.6887490960000004,25319389,101355342,10695063
687,0,480751.1384,187.1464584,1.089955057,0.241796512,1.569908972,37655417,85765428,12581786
3409,0,90.20996094,12.09482997,0.234600356,0.199759377,0.225354704,115500,64328989,5379992
4656,0,1554.8278810000002,19.93483035,0.23588232,0.20163407100000003,1.432634177,3282611,65784389,26016
7407,0,33093.484130000004,68.83060616,2.202080968,0.20235075600000002,0.83694612,2809999,71684611,3423008
5919,0,295780.2178,69.80642879,2.731251578,0.250762437,1.068587982,21450884,82241033,11017954
6046,0,171.2067871,12.87014472,0.443373311,0.202119496,0.232852069,346343,66384581,2688011
8257,0,93886.71875,56.45172163,0.634781776,0.605915538,3.3995794139999997,8240786,76757708,5161986
2029,0,68.359375,10.91367942,0.198706353,0.203926251,0.181407163,27075584,34764164,7574144
6952,0,62.40234375,11.24891488,0.190476389,0.205324614,0.17650463,3292776,60475100,5832953
6304,0,175956.4219,95.42585345,1.4401374759999999,0.642068116,4.466861739,13478332,79660868,11276745
1646,0,397212.8806,152.0009179,2.51894522,1.300761599,2.311670317,31189427,63865488,11252433
2602,0,75.95214844,11.34791375,0.20606959,0.21186839699999999,0.22968864600000002,14431564,43536386,11852000
10356,0,4406.670897999999,56.61232051,0.13966262599999998,0.211997888,0.238077743,893160,57574192,12073255
9158,0,319.8974609,31.68836291,2.405770008,0.206791007,0.19382238899999998,158300,62831694,6947650
4676,0,100.69702149999999,12.61407905,0.192730834,0.196643882,0.24817699,2363821,66389359,400470
1281,0,1911.624023,27.49770942,0.498503469,0.20790381800000002,0.183787222,1822108,60220171,8134999
6557,0,467759.9529,91.31533272,1.058432415,0.281215077,2.482199927,33746453,72951418,16171458
316,0,617679.0586,125.8796393,3.6581934460000003,0.528300047,1.768259338,44338516,57068403,24643254
2937,0,62.28027344,12.44797768,0.187739245,0.192544523,0.210752275,3893756,47216001,18697564
4890,0,517580.0583,173.4141306,0.449263687,0.10721956699999999,1.24381157,34468115,112014224,7413778
32,0,269.0585938,16.21407537,0.131704731,0.205505121,0.212927565,509322,62138181,7042764
3774,0,70.67871094,14.21912774,0.226285848,0.197420111,0.216285772,882024,60632500,8659184
8635,0,269493.9648,64.70579451,2.439065956,0.411398453,0.614311132,19104020,69922597,5127479
3952,0,465272.1396,89.36848206,7.692161329,0.5427254420000001,3.851233951,33081632,72451039,5518517
9325,0,1170.522461,30.65048366,3.310105047,0.19815194,0.21058603399999998,421540,64173848,5708891
3521,0,75.56152344,14.37771713,0.192741553,0.202839751,0.20277856,1920984,52663668,15380405
3192,0,64.62402344,14.04999444,0.352722178,0.202815065,0.200080691,122300,56244435,13502200
2032,0,77.90527344,13.96800718,0.203013065,0.19551453600000002,0.241039792,27167324,34560964,7498304
5334,0,54.58984375,10.25742871,0.355339201,0.20670260699999998,0.19441362399999998,95000,49282076,20752664
4701,0,143806.6094,105.6985506,1.472786933,0.18426410699999998,1.50958377,9221848,70207012,5326777
5467,0,81.25,11.74433665,0.20389875100000002,0.19390824399999998,0.202129316,25085264,22175211,21909955
5298,0,258.140625,47.73756127,0.171195533,0.198976364,0.24041036,1724770,66336717,1263570
4801,0,89.81933594,10.8964856,0.250150721,0.19618334899999998,0.19706407399999998,1320784,65498328,2898196
6800,0,357109.0505,96.54756028,1.058856119,0.375188244,3.987225584,24896663,76201015,16295581
303,0,815176.5173,131.6909177,2.650641493,0.147671617,0.618490498,61666169,79767671,20390118
3819,0,64.078125,12.79858238,0.26256773899999997,0.19881783100000003,0.18982022399999998,776742,60825700,8928113
10518,0,540096.0876,78.81901118,1.90657376,0.43933069,1.542055075,38394531,86259011,9911438
10374,0,95.36694336,11.28536109,0.253339945,0.194415082,0.206788964,407901,57234730,12372800
3836,0,55.859375,10.66452895,0.250613607,0.202196598,0.198662523,783264,60187281,8993504
7442,0,217918.6211,72.12759284,0.872940321,0.30002239,1.0052996490000001,16304552,90930711,5454907
4807,0,136.56811519999997,12.06974362,0.227980903,0.201288932,0.223323823,1093723,65932294,2476366
8132,0,45793.342769999996,49.86983056,1.3903127990000002,0.129943096,0.8880998999999999,5192038,76757940,3074293
10446,0,104.5898438,12.85008778,0.19078003,0.19504091,0.205282612,301000,67301983,2113281
